,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds
417,Top Mid Boxes Left Side Peek,Boombl4,0,1,-1,0,6,-6,T,78
418,B site Market Plant,Boombl4,0,0,0,0,0,0,CT,78
419,B site Market Plant,Boombl4,0,1,-1,0,34,-34,T,78
420,Bottom Stairs,degster,2,0,2,239,0,239,CT,35
421,Bottom Stairs,degster,0,1,-1,41,64,-23,T,35
422,A Site Exposed to Stairs Connector Cat,degster,3,1,2,358,129,229,CT,35
423,A Site Exposed to Stairs Connector Cat,degster,0,0,0,0,7,-7,T,35
424,A Ramp,degster,0,0,0,0,0,0,CT,35
425,A Ramp,degster,0,0,0,0,3,-3,T,35
426,Top Mid Left Side,degster,0,0,0,0,0,0,CT,35
427,Top Mid Left Side,degster,0,0,0,27,53,-26,T,35
428,Triple Box,degster,0,0,0,0,0,0,CT,35
429,Triple Box,degster,0,0,0,0,0,0,T,35
430,Deep CT,degster,0,1,-1,0,86,-86,CT,35
431,Deep CT,degster,0,0,0,0,0,0,T,35
432,Back Right B Site from T's Perspective,degster,0,1,-1,0,75,-75,CT,35
433,Back Right B Site from T's Perspective,degster,0,0,0,0,0,0,T,35
434,Tetris,degster,0,0,0,0,0,0,CT,35
435,Tetris,degster,0,1,-1,0,99,-99,T,35
436,Ticketbooth ,degster,2,1,1,187,100,87,CT,35
437,Ticketbooth ,degster,0,0,0,0,0,0,T,35
438,Catwalk Connector Peek,degster,0,0,0,0,0,0,CT,35
439,Catwalk Connector Peek,degster,1,2,-1,100,200,-100,T,35
440,Deep Catwalk,degster,0,0,0,0,0,0,CT,35
441,Deep Catwalk,degster,0,0,0,0,0,0,T,35
442,Underneath B apps plat,degster,0,0,0,0,0,0,CT,35
443,Underneath B apps plat,degster,0,1,-1,44,98,-54,T,35
444,Top STairs,degster,1,1,0,62,71,-9,CT,35
445,Top STairs,degster,0,1,-1,0,100,-100,T,35
446,CT Catwalk,degster,0,0,0,0,0,0,CT,35
447,CT Catwalk,degster,0,0,0,0,0,0,T,35
448,B Site Default Plant,degster,0,0,0,0,0,0,CT,35
449,B Site Default Plant,degster,0,1,-1,0,76,-76,T,35
450,Bottom Connector,degster,0,1,-1,0,114,-114,CT,35
451,Bottom Connector,degster,2,1,1,200,100,100,T,35
452,Default A,degster,5,1,4,500,144,356,CT,35
453,Default A,degster,1,0,1,100,0,100,T,35
454,Flowerpot CT,degster,0,1,-1,0,67,-67,CT,35
455,Flowerpot CT,degster,0,0,0,0,0,0,T,35
456,Close Market door,degster,1,1,0,29,42,-13,CT,35
457,Close Market door,degster,0,0,0,0,0,0,T,35
458,Top Balcony,degster,0,0,0,0,0,0,CT,35
459,Top Balcony,degster,0,0,0,0,0,0,T,35
460,Snipers Nest,degster,0,0,0,0,81,-81,CT,35
461,Snipers Nest,degster,0,0,0,0,0,0,T,35
462,Connector behind box,degster,0,0,0,0,0,0,CT,35
463,Connector behind box,degster,0,0,0,0,0,0,T,35
464,Snipers Palace Peek,degster,2,0,2,192,64,128,CT,35
465,Snipers Palace Peek,degster,0,0,0,0,0,0,T,35
466,Top Mid,degster,0,0,0,0,0,0,CT,35
467,Top Mid,degster,0,0,0,0,0,0,T,35
468,Jungle Plant,degster,0,0,0,0,0,0,CT,35
469,Jungle Plant,degster,1,1,0,19,121,-102,T,35
470,T Deep Apps Underpass/Apps Peek,degster,0,0,0,0,0,0,CT,35
471,T Deep Apps Underpass/Apps Peek,degster,1,0,1,73,91,-18,T,35
472,Market Window Peek,degster,0,0,0,0,0,0,CT,35
473,Market Window Peek,degster,0,0,0,0,0,0,T,35
474,B site Market Plant,degster,0,0,0,0,0,0,CT,35
475,B site Market Plant,degster,0,0,0,0,0,0,T,35
476,Close Left CT A Ramp,degster,0,0,0,0,0,0,CT,35
477,Close Left CT A Ramp,degster,1,0,1,36,0,36,T,35
478,Arch,degster,0,0,0,0,0,0,CT,35
479,Arch,degster,2,1,1,183,10,173,T,35
480,Right Side Connector,degster,2,1,1,228,100,128,CT,35
481,Right Side Connector,degster,0,0,0,0,0,0,T,35
482,Sandwhich,degster,0,0,0,0,0,0,CT,35
483,Sandwhich,degster,0,1,-1,27,57,-30,T,35
484,Top Mid Boxes Right Side Peek,degster,0,0,0,0,0,0,CT,35
485,Top Mid Boxes Right Side Peek,degster,0,0,0,0,0,0,T,35
486,Back B Site Peeking Apps/Plat,degster,0,1,-1,0,100,-100,CT,35
487,Back B Site Peeking Apps/Plat,degster,0,0,0,0,0,0,T,35
488,CT Deep Catwalk Mid peek,degster,0,0,0,0,0,0,CT,35
489,CT Deep Catwalk Mid peek,degster,1,0,1,100,0,100,T,35
490,Back Left B Site From T's' Perspective,degster,0,0,0,0,0,0,CT,35
491,Back Left B Site From T's' Perspective,degster,0,0,0,0,0,0,T,35
492,Bench Closer to Tribox,degster,0,0,0,0,0,0,CT,35
493,Bench Closer to Tribox,degster,0,0,0,0,0,0,T,35
494,T Deep apps,degster,0,0,0,0,0,0,CT,35
495,T Deep apps,degster,0,0,0,0,0,0,T,35
496,A Site,degster,0,0,0,0,0,0,CT,35
497,A Site,degster,0,0,0,0,0,0,T,35
498,T Palace Stairs Peek,degster,0,0,0,0,0,0,CT,35
499,T Palace Stairs Peek,degster,0,0,0,0,0,0,T,35
500,Catwalk Plant B Site,degster,0,0,0,0,0,0,CT,35
501,Catwalk Plant B Site,degster,0,0,0,0,0,0,T,35
502,Firebox,degster,0,0,0,0,0,0,CT,35
503,Firebox,degster,1,0,1,100,0,100,T,35
504,A Site,electronic,0,0,0,0,0,0,CT,78
505,A Site,electronic,2,4,-2,235,293,-58,T,78
506,T Palace Stairs Peek,electronic,0,0,0,0,0,0,CT,78
507,T Palace Stairs Peek,electronic,3,3,0,397,321,76,T,78
508,Default A,electronic,0,2,-2,63,164,-101,CT,78
509,Default A,electronic,1,1,0,166,144,22,T,78
510,Top Balcony,electronic,0,0,0,63,0,63,CT,78
511,Top Balcony,electronic,1,1,0,96,116,-20,T,78
512,Stairs Palace Peek,electronic,0,2,-2,60,106,-46,CT,78
513,Stairs Palace Peek,electronic,0,0,0,0,0,0,T,78
514,Left Side Platform,electronic,0,0,0,0,23,-23,CT,78
515,Left Side Platform,electronic,1,2,-1,119,200,-81,T,78
516,Bottom Stairs,electronic,1,3,-2,244,300,-56,CT,78
517,Bottom Stairs,electronic,0,0,0,0,0,0,T,78
518,Deep Palace,electronic,0,0,0,0,0,0,CT,78
519,Deep Palace,electronic,2,1,1,200,120,80,T,78
520,A Ramp,electronic,0,0,0,0,0,0,CT,78
521,A Ramp,electronic,0,1,-1,12,252,-240,T,78
522,Mid Close Connector,electronic,1,0,1,153,36,117,CT,78
523,Mid Close Connector,electronic,0,0,0,19,0,19,T,78
524,Back Left B Site From T's' Perspective,electronic,0,3,-3,113,215,-102,CT,78
525,Back Left B Site From T's' Perspective,electronic,0,0,0,0,0,0,T,78
526,A Site Exposed to Stairs Connector Cat,electronic,0,1,-1,39,100,-61,CT,78
527,A Site Exposed to Stairs Connector Cat,electronic,0,1,-1,17,33,-16,T,78
528,CT Side Apps,electronic,0,0,0,0,0,0,CT,78
529,CT Side Apps,electronic,0,3,-3,92,237,-145,T,78
530,Tetris,electronic,0,1,-1,0,100,-100,CT,78
531,Tetris,electronic,0,1,-1,0,17,-17,T,78
532,Deep Catwalk,electronic,0,0,0,0,0,0,CT,78
533,Deep Catwalk,electronic,0,1,-1,88,100,-12,T,78
534,Close Market door,electronic,1,2,-1,111,200,-89,CT,78
535,Close Market door,electronic,0,0,0,0,0,0,T,78
536,Sandwhich,electronic,1,0,1,100,85,15,CT,78
537,Sandwhich,electronic,1,1,0,6,100,-94,T,78
538,Top Connector,electronic,0,0,0,0,0,0,CT,78
539,Top Connector,electronic,0,0,0,0,0,0,T,78
540,Underpass,electronic,2,1,1,200,147,53,CT,78
541,Underpass,electronic,0,0,0,0,0,0,T,78
542,Top Mid Left Side,electronic,0,1,-1,81,100,-19,CT,78
543,Top Mid Left Side,electronic,0,1,-1,0,100,-100,T,78
544,Ticketbooth ,electronic,0,1,-1,31,100,-69,CT,78
545,Ticketbooth ,electronic,0,0,0,0,0,0,T,78
546,CT Outside Market,electronic,0,1,-1,0,100,-100,CT,78
547,CT Outside Market,electronic,0,0,0,0,0,0,T,78
548,Snipers Palace Peek,electronic,0,1,-1,42,100,-58,CT,78
549,Snipers Palace Peek,electronic,1,0,1,100,0,100,T,78
550,Left Side corner deep jungle,electronic,0,1,-1,0,53,-53,CT,78
551,Left Side corner deep jungle,electronic,0,0,0,0,0,0,T,78
552,Under balcony,electronic,0,0,0,0,0,0,CT,78
553,Under balcony,electronic,0,0,0,0,0,0,T,78
554,market,electronic,0,0,0,0,0,0,CT,78
555,market,electronic,0,1,-1,0,100,-100,T,78
556,Under window B apps,electronic,0,1,-1,0,66,-66,CT,78
557,Under window B apps,electronic,0,0,0,0,0,0,T,78
558,B Bombsite Cross to Catwalk,electronic,0,0,0,59,0,59,CT,78
559,B Bombsite Cross to Catwalk,electronic,0,1,-1,0,100,-100,T,78
560,Top Mid,electronic,1,0,1,116,53,63,CT,78
561,Top Mid,electronic,0,0,0,0,0,0,T,78
562,B Site Default Plant,electronic,0,0,0,0,0,0,CT,78
563,B Site Default Plant,electronic,0,0,0,0,0,0,T,78
564,Apartments Right CT Corner,electronic,0,0,0,0,0,0,CT,78
565,Apartments Right CT Corner,electronic,0,1,-1,8,100,-92,T,78
566,Deep Jungle,electronic,4,0,4,387,61,326,CT,78
567,Deep Jungle,electronic,1,0,1,100,52,48,T,78
568,CT Deep Catwalk Mid peek,electronic,0,1,-1,0,47,-47,CT,78
569,CT Deep Catwalk Mid peek,electronic,0,0,0,0,0,0,T,78
570,Jungle Plant,electronic,0,0,0,0,0,0,CT,78
571,Jungle Plant,electronic,1,1,0,102,144,-42,T,78
572,Murder Hole,electronic,0,0,0,0,0,0,CT,78
573,Murder Hole,electronic,0,0,0,0,0,0,T,78
574,Bench,electronic,0,1,-1,0,55,-55,CT,78
575,Bench,electronic,0,0,0,0,0,0,T,78
576,Behind Big Boxes,electronic,0,0,0,0,0,0,CT,78
577,Behind Big Boxes,electronic,0,0,0,0,0,0,T,78
578,Triple Box,electronic,2,1,1,245,132,113,CT,78
579,Triple Box,electronic,0,0,0,0,0,0,T,78
580,Top Mid Boxes Right Side Peek,electronic,0,0,0,0,0,0,CT,78
581,Top Mid Boxes Right Side Peek,electronic,0,0,0,0,0,0,T,78
582,T Spawn A Ramp,electronic,0,0,0,0,0,0,CT,78
583,T Spawn A Ramp,electronic,0,1,-1,0,100,-100,T,78
584,Close Left CT A Ramp,electronic,0,0,0,0,0,0,CT,78
585,Close Left CT A Ramp,electronic,1,1,0,194,170,24,T,78
586,Catwalk T Aparments Peek,electronic,0,0,0,0,0,0,CT,78
587,Catwalk T Aparments Peek,electronic,0,0,0,0,0,0,T,78
588,Snipers Palace Peek,KSCERATO,1,3,-2,10,300,-290,CT,50
589,Snipers Palace Peek,KSCERATO,0,0,0,0,0,0,T,50
590,CT Side Apps,KSCERATO,0,0,0,0,0,0,CT,50
591,CT Side Apps,KSCERATO,1,3,-2,239,325,-86,T,50
592,Ticketbooth ,KSCERATO,3,5,-2,357,508,-151,CT,50
593,Ticketbooth ,KSCERATO,0,0,0,0,0,0,T,50
594,A Site,KSCERATO,0,0,0,0,0,0,CT,50
595,A Site,KSCERATO,0,0,0,0,0,0,T,50
596,Right Side Platform,KSCERATO,1,2,-1,121,200,-79,CT,50
597,Right Side Platform,KSCERATO,0,0,0,0,0,0,T,50
598,Bench,KSCERATO,2,2,0,248,235,13,CT,50
599,Bench,KSCERATO,0,0,0,0,0,0,T,50
600,CT Catwalk,KSCERATO,0,0,0,0,0,0,CT,50
601,CT Catwalk,KSCERATO,1,0,1,16,0,16,T,50
602,Default A,KSCERATO,0,1,-1,30,100,-70,CT,50
603,Default A,KSCERATO,0,0,0,0,0,0,T,50
604,Deep T Apps,KSCERATO,0,1,-1,0,100,-100,CT,50
605,Deep T Apps,KSCERATO,1,0,1,208,64,144,T,50
606,A Site Exposed to Stairs Connector Cat,KSCERATO,1,0,1,99,0,99,CT,50
607,A Site Exposed to Stairs Connector Cat,KSCERATO,0,0,0,0,0,0,T,50
608,Triple Box,KSCERATO,0,0,0,0,0,0,CT,50
609,Triple Box,KSCERATO,0,0,0,0,0,0,T,50
610,Top Mid towards Apps,KSCERATO,0,0,0,0,0,0,CT,50
611,Top Mid towards Apps,KSCERATO,0,0,0,0,0,0,T,50
612,Left Side Platform,KSCERATO,2,0,2,225,42,183,CT,50
613,Left Side Platform,KSCERATO,3,0,3,250,30,220,T,50
614,CT Deep Catwalk Mid peek,KSCERATO,1,0,1,100,0,100,CT,50
615,CT Deep Catwalk Mid peek,KSCERATO,1,1,0,64,100,-36,T,50
616,Top Balcony,KSCERATO,0,1,-1,0,100,-100,CT,50
617,Top Balcony,KSCERATO,0,0,0,0,0,0,T,50
618,Connector behind box,KSCERATO,1,0,1,100,0,100,CT,50
619,Connector behind box,KSCERATO,1,0,1,18,21,-3,T,50
620,Bottom Stairs,KSCERATO,0,0,0,14,0,14,CT,50
621,Bottom Stairs,KSCERATO,0,0,0,0,0,0,T,50
622,Catwalk Plant B Site,KSCERATO,0,0,0,10,2,8,CT,50
623,Catwalk Plant B Site,KSCERATO,0,1,-1,0,100,-100,T,50
624,Underpass,KSCERATO,0,0,0,0,0,0,CT,50
625,Underpass,KSCERATO,0,0,0,0,0,0,T,50
626,Close Right Market Window,KSCERATO,0,0,0,0,0,0,CT,50
627,Close Right Market Window,KSCERATO,1,1,0,94,68,26,T,50
628,market,KSCERATO,1,1,0,100,66,34,CT,50
629,market,KSCERATO,0,0,0,0,0,0,T,50
630,B Bombsite Cross to Catwalk,KSCERATO,0,0,0,0,0,0,CT,50
631,B Bombsite Cross to Catwalk,KSCERATO,0,0,0,0,7,-7,T,50
632,Leftside Connector,KSCERATO,0,1,-1,22,100,-78,CT,50
633,Leftside Connector,KSCERATO,1,0,1,100,32,68,T,50
634,Top Connector,KSCERATO,0,0,0,0,0,0,CT,50
635,Top Connector,KSCERATO,0,1,-1,0,90,-90,T,50
636,Close Market door,KSCERATO,0,0,0,0,0,0,CT,50
637,Close Market door,KSCERATO,0,0,0,0,0,0,T,50
638,A Ramp,KSCERATO,0,0,0,0,0,0,CT,50
639,A Ramp,KSCERATO,1,1,0,100,9,91,T,50
640,Mid Close Connector,KSCERATO,0,0,0,0,0,0,CT,50
641,Mid Close Connector,KSCERATO,0,1,-1,49,100,-51,T,50
642,Stairs Palace Peek,KSCERATO,0,0,0,0,0,0,CT,50
643,Stairs Palace Peek,KSCERATO,0,1,-1,96,100,-4,T,50
644,Flowerpot CT,KSCERATO,0,0,0,21,0,21,CT,50
645,Flowerpot CT,KSCERATO,0,0,0,0,0,0,T,50
646,Van Barrel Peek,KSCERATO,0,0,0,0,0,0,CT,50
647,Van Barrel Peek,KSCERATO,0,0,0,0,0,0,T,50
648,Catwalk,KSCERATO,0,0,0,0,0,0,CT,50
649,Catwalk,KSCERATO,0,1,-1,0,29,-29,T,50
650,B site Market Plant,KSCERATO,0,1,-1,0,65,-65,CT,50
651,B site Market Plant,KSCERATO,0,0,0,0,0,0,T,50
652,Back Left B Site From T's' Perspective,KSCERATO,0,1,-1,0,100,-100,CT,50
653,Back Left B Site From T's' Perspective,KSCERATO,0,0,0,0,0,0,T,50
654,Back B Site Peeking Apps/Plat,KSCERATO,0,0,0,0,0,0,CT,50
655,Back B Site Peeking Apps/Plat,KSCERATO,0,0,0,0,0,0,T,50
656,CT Outside Market,KSCERATO,0,1,-1,0,82,-82,CT,50
657,CT Outside Market,KSCERATO,0,0,0,0,0,0,T,50
658,B Site Default Plant,KSCERATO,0,1,-1,41,92,-51,CT,50
659,B Site Default Plant,KSCERATO,0,0,0,0,0,0,T,50
660,Under balcony,KSCERATO,0,1,-1,0,100,-100,CT,50
661,Under balcony,KSCERATO,0,0,0,0,0,0,T,50
662,BigOffice,KSCERATO,0,1,-1,0,100,-100,CT,50
663,BigOffice,KSCERATO,0,0,0,0,0,0,T,50
664,Bench Closer To Jungle,KSCERATO,0,0,0,0,0,0,CT,50
665,Bench Closer To Jungle,KSCERATO,0,1,-1,0,89,-89,T,50
666,Triple Box,SH1R0,0,0,0,64,10,54,CT,29
667,Triple Box,SH1R0,0,0,0,0,0,0,T,29
668,Default A,SH1R0,0,0,0,0,0,0,CT,29
669,Default A,SH1R0,0,1,-1,0,100,-100,T,29
670,Top Balcony,SH1R0,0,0,0,0,0,0,CT,29
671,Top Balcony,SH1R0,1,2,-1,100,200,-100,T,29
672,Catwalk Connector Peek,SH1R0,0,0,0,0,0,0,CT,29
673,Catwalk Connector Peek,SH1R0,2,1,1,200,100,100,T,29
674,Snipers Palace Peek,SH1R0,1,1,0,100,100,0,CT,29
675,Snipers Palace Peek,SH1R0,0,0,0,0,0,0,T,29
676,A Ramp,SH1R0,0,0,0,0,0,0,CT,29
677,A Ramp,SH1R0,0,0,0,0,0,0,T,29
678,Bottom Stairs,SH1R0,0,0,0,0,0,0,CT,29
679,Bottom Stairs,SH1R0,0,0,0,0,0,0,T,29
680,Top Mid Left Side,SH1R0,0,0,0,0,0,0,CT,29
681,Top Mid Left Side,SH1R0,0,0,0,0,0,0,T,29
682,Ticketbooth ,SH1R0,5,0,5,304,66,238,CT,29
683,Ticketbooth ,SH1R0,0,1,-1,0,73,-73,T,29
684,Jungle Plant,SH1R0,0,0,0,0,0,0,CT,29
685,Jungle Plant,SH1R0,0,0,0,0,0,0,T,29
686,Balcony Boaxes,SH1R0,0,0,0,0,0,0,CT,29
687,Balcony Boaxes,SH1R0,0,0,0,0,0,0,T,29
688,A Site Exposed to Stairs Connector Cat,SH1R0,0,0,0,0,0,0,CT,29
689,A Site Exposed to Stairs Connector Cat,SH1R0,0,0,0,0,0,0,T,29
690,Stairs Palace Peek,SH1R0,0,0,0,0,0,0,CT,29
691,Stairs Palace Peek,SH1R0,0,0,0,0,0,0,T,29
692,Mid Close Connector,SH1R0,0,0,0,0,0,0,CT,29
693,Mid Close Connector,SH1R0,0,0,0,53,0,53,T,29
694,A Site,SH1R0,0,0,0,0,0,0,CT,29
695,A Site,SH1R0,3,0,3,256,27,229,T,29
696,Top Connector,SH1R0,0,0,0,0,0,0,CT,29
697,Top Connector,SH1R0,0,0,0,0,0,0,T,29
698,CT Side Apps,SH1R0,0,0,0,0,0,0,CT,29
699,CT Side Apps,SH1R0,0,0,0,5,81,-76,T,29
700,Market Window Peek,SH1R0,0,1,-1,0,51,-51,CT,29
701,Market Window Peek,SH1R0,0,0,0,0,0,0,T,29
702,Top Mid,SH1R0,0,0,0,0,0,0,CT,29
703,Top Mid,SH1R0,0,0,0,0,0,0,T,29
704,B site Market Plant,SH1R0,0,0,0,0,0,0,CT,29
705,B site Market Plant,SH1R0,0,0,0,0,0,0,T,29
706,CT Deep Catwalk Mid peek,SH1R0,0,0,0,0,0,0,CT,29
707,CT Deep Catwalk Mid peek,SH1R0,0,0,0,0,0,0,T,29
708,Elevator,SH1R0,0,0,0,0,0,0,CT,29
709,Elevator,SH1R0,0,1,-1,0,19,-19,T,29
710,Left Side Platform,SH1R0,0,0,0,0,0,0,CT,29
711,Left Side Platform,SH1R0,1,0,1,96,0,96,T,29
712,Deep Palace,SH1R0,1,0,1,100,0,100,CT,29
713,Deep Palace,SH1R0,0,0,0,0,0,0,T,29
714,T Palace Stairs Peek,SH1R0,0,0,0,0,0,0,CT,29
715,T Palace Stairs Peek,SH1R0,1,1,0,118,169,-51,T,29
716,Deep Jungle,SH1R0,1,0,1,33,8,25,CT,29
717,Deep Jungle,SH1R0,0,0,0,0,0,0,T,29
718,Bench,SH1R0,0,0,0,0,0,0,CT,29
719,Bench,SH1R0,0,0,0,0,0,0,T,29
720,Back Left B Site From T's' Perspective,SH1R0,0,0,0,0,0,0,CT,29
721,Back Left B Site From T's' Perspective,SH1R0,0,0,0,0,0,0,T,29
722,CT Outside Market,SH1R0,0,1,-1,0,100,-100,CT,29
723,CT Outside Market,SH1R0,0,0,0,0,0,0,T,29
724,Catwalk T Aparments Peek,SH1R0,0,0,0,0,0,0,CT,29
725,Catwalk T Aparments Peek,SH1R0,1,0,1,99,0,99,T,29
726,Underpass,arT,2,3,-1,200,398,-198,CT,50
727,Underpass,arT,0,0,0,82,46,36,T,50
728,Leftside Connector,arT,0,2,-2,66,200,-134,CT,50
729,Leftside Connector,arT,0,0,0,0,0,0,T,50
730,Snipers Nest,arT,0,1,-1,137,165,-28,CT,50
731,Snipers Nest,arT,0,1,-1,0,100,-100,T,50
732,market,arT,0,2,-2,68,115,-47,CT,50
733,market,arT,0,0,0,0,0,0,T,50
734,Bottom Stairs,arT,0,2,-2,0,200,-200,CT,50
735,Bottom Stairs,arT,1,0,1,100,0,100,T,50
736,A Site Exposed to Stairs Connector Cat,arT,0,0,0,0,0,0,CT,50
737,A Site Exposed to Stairs Connector Cat,arT,1,1,0,100,100,0,T,50
738,Mid Close Connector,arT,0,0,0,0,0,0,CT,50
739,Mid Close Connector,arT,1,2,-1,182,103,79,T,50
740,Deep Palace,arT,2,1,1,137,100,37,CT,50
741,Deep Palace,arT,0,0,0,0,0,0,T,50
742,Ticketbooth ,arT,3,2,1,244,163,81,CT,50
743,Ticketbooth ,arT,0,0,0,0,0,0,T,50
744,A Site,arT,0,1,-1,0,66,-66,CT,50
745,A Site,arT,0,0,0,0,0,0,T,50
746,Snipers Palace Peek,arT,1,1,0,100,111,-11,CT,50
747,Snipers Palace Peek,arT,0,1,-1,53,100,-47,T,50
748,Catwalk Connector Peek,arT,0,0,0,0,0,0,CT,50
749,Catwalk Connector Peek,arT,0,2,-2,0,135,-135,T,50
750,Deep Catwalk,arT,1,1,0,78,66,12,CT,50
751,Deep Catwalk,arT,0,1,-1,27,100,-73,T,50
752,Deep Jungle,arT,0,0,0,0,0,0,CT,50
753,Deep Jungle,arT,0,0,0,0,0,0,T,50
754,Bottom Connector,arT,1,0,1,112,0,112,CT,50
755,Bottom Connector,arT,0,1,-1,0,86,-86,T,50
756,Right Side Connector,arT,0,1,-1,0,100,-100,CT,50
757,Right Side Connector,arT,0,0,0,0,0,0,T,50
758,CT Outside Market,arT,1,1,0,70,100,-30,CT,50
759,CT Outside Market,arT,0,0,0,0,0,0,T,50
760,Stairs Palace Peek,arT,0,2,-2,84,200,-116,CT,50
761,Stairs Palace Peek,arT,0,0,0,0,0,0,T,50
762,Default A,arT,0,0,0,44,0,44,CT,50
763,Default A,arT,0,0,0,0,0,0,T,50
764,Bench,arT,0,0,0,0,0,0,CT,50
765,Bench,arT,0,0,0,0,0,0,T,50
766,CT Side Apps,arT,0,0,0,0,0,0,CT,50
767,CT Side Apps,arT,0,2,-2,27,230,-203,T,50
768,Top Mid Boxes Right Side Peek,arT,0,0,0,0,0,0,CT,50
769,Top Mid Boxes Right Side Peek,arT,1,1,0,147,100,47,T,50
770,Back Right B Site from T's Perspective,arT,0,0,0,0,0,0,CT,50
771,Back Right B Site from T's Perspective,arT,0,0,0,0,0,0,T,50
772,Ladder Room Catwalk Side,arT,0,0,0,0,0,0,CT,50
773,Ladder Room Catwalk Side,arT,0,0,0,0,0,0,T,50
774,Deep T Apps,arT,0,1,-1,0,100,-100,CT,50
775,Deep T Apps,arT,0,0,0,0,0,0,T,50
776,Right Side Platform,arT,0,1,-1,107,100,7,CT,50
777,Right Side Platform,arT,0,0,0,0,0,0,T,50
778,Top Mid Catwalk,arT,0,0,0,0,0,0,CT,50
779,Top Mid Catwalk,arT,2,1,1,176,154,22,T,50
780,CT Catwalk,arT,0,0,0,0,0,0,CT,50
781,CT Catwalk,arT,0,0,0,0,0,0,T,50
782,Middle Bench,arT,0,0,0,0,0,0,CT,50
783,Middle Bench,arT,0,1,-1,0,138,-138,T,50
784,Murder Hole,arT,0,1,-1,52,100,-48,CT,50
785,Murder Hole,arT,2,0,2,197,46,151,T,50
786,A Ramp,arT,0,0,0,0,0,0,CT,50
787,A Ramp,arT,0,0,0,25,7,18,T,50
788,T apps entrance close left,arT,0,0,0,0,0,0,CT,50
789,T apps entrance close left,arT,0,0,0,0,0,0,T,50
790,Triple Box,arT,0,1,-1,0,100,-100,CT,50
791,Triple Box,arT,1,0,1,15,2,13,T,50
792,Top Mid,arT,0,0,0,0,0,0,CT,50
793,Top Mid,arT,0,0,0,0,14,-14,T,50
794,T Deep Apps Underpass/Apps Peek,arT,0,0,0,0,0,0,CT,50
795,T Deep Apps Underpass/Apps Peek,arT,0,0,0,0,0,0,T,50
796,Close Market door,arT,0,0,0,0,0,0,CT,50
797,Close Market door,arT,0,0,0,0,0,0,T,50
798,Top Mid Right Side,arT,0,0,0,0,0,0,CT,50
799,Top Mid Right Side,arT,0,0,0,93,0,93,T,50
800,Top STairs,arT,0,0,0,0,0,0,CT,50
801,Top STairs,arT,1,0,1,100,44,56,T,50
802,Jungle Plant,arT,0,0,0,0,0,0,CT,50
803,Jungle Plant,arT,1,0,1,100,0,100,T,50
804,Left Side Platform,huNter-,0,0,0,5,2,3,CT,35
805,Left Side Platform,huNter-,0,0,0,0,0,0,T,35
806,Catwalk Connector Peek,huNter-,0,1,-1,0,100,-100,CT,35
807,Catwalk Connector Peek,huNter-,0,0,0,0,0,0,T,35
808,Tetris,huNter-,0,0,0,0,0,0,CT,35
809,Tetris,huNter-,1,3,-2,133,216,-83,T,35
810,Bottom Stairs,huNter-,0,0,0,0,0,0,CT,35
811,Bottom Stairs,huNter-,0,1,-1,0,65,-65,T,35
812,Ticketbooth ,huNter-,3,1,2,337,90,247,CT,35
813,Ticketbooth ,huNter-,1,1,0,86,31,55,T,35
814,Underneath B apps plat,huNter-,2,1,1,133,100,33,CT,35
815,Underneath B apps plat,huNter-,0,0,0,0,0,0,T,35
816,Deep Catwalk,huNter-,3,1,2,170,100,70,CT,35
817,Deep Catwalk,huNter-,0,0,0,0,0,0,T,35
818,CT Deep Catwalk Mid peek,huNter-,2,2,0,116,200,-84,CT,35
819,CT Deep Catwalk Mid peek,huNter-,0,0,0,0,0,0,T,35
820,B Site Default Plant,huNter-,0,0,0,13,0,13,CT,35
821,B Site Default Plant,huNter-,0,0,0,0,0,0,T,35
822,B Bombsite Cross to Catwalk,huNter-,0,0,0,0,0,0,CT,35
823,B Bombsite Cross to Catwalk,huNter-,0,1,-1,0,100,-100,T,35
824,Catwalk T Aparments Peek,huNter-,0,0,0,0,0,0,CT,35
825,Catwalk T Aparments Peek,huNter-,0,0,0,8,0,8,T,35
826,Default A,huNter-,1,0,1,100,0,100,CT,35
827,Default A,huNter-,1,0,1,100,0,100,T,35
828,CT Outside Market,huNter-,0,0,0,0,0,0,CT,35
829,CT Outside Market,huNter-,0,1,-1,37,100,-63,T,35
830,A Site Exposed to Stairs Connector Cat,huNter-,0,0,0,0,0,0,CT,35
831,A Site Exposed to Stairs Connector Cat,huNter-,0,0,0,29,93,-64,T,35
832,Back Right B Site from T's Perspective,huNter-,0,1,-1,90,100,-10,CT,35
833,Back Right B Site from T's Perspective,huNter-,0,0,0,0,0,0,T,35
834,Connector behind box,huNter-,0,0,0,0,0,0,CT,35
835,Connector behind box,huNter-,0,1,-1,0,100,-100,T,35
836,Stairs Palace Peek,huNter-,0,0,0,0,0,0,CT,35
837,Stairs Palace Peek,huNter-,0,1,-1,0,100,-100,T,35
838,Triple Box,huNter-,0,1,-1,0,99,-99,CT,35
839,Triple Box,huNter-,0,0,0,0,0,0,T,35
840,Top Mid Left Side,huNter-,0,1,-1,0,100,-100,CT,35
841,Top Mid Left Side,huNter-,0,0,0,1,7,-6,T,35
842,Snipers Nest,huNter-,0,0,0,2,0,2,CT,35
