,Location,Player,Total Kills,Total Deaths,K/D,Total Damage Dealt,Total Damage Taken,Total Damage Differential,CT Kills,CT Deaths,CT K/D,CT Damage Dealt,CT Damage Taken,CT Damage Differential,T Kills,T Deaths,T K/D,T Damage Dealt,T Damage Taken,T Damage Differential,Total Rounds
238,Close Right Market Window,Interz,0,1,-1,0,56,-56,0,1,-1,0,56,-56,0,0,0,0,0,0,340
239,Safe Plant B Site,Interz,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,340
240,Mid Close Connector,Interz,1,1,0,64,168,-104,1,1,0,64,100,-36,0,0,0,0,68,-68,340
241,CT Spawn,Interz,3,1,2,223,127,96,3,1,2,223,127,96,0,0,0,0,0,0,340
242,Register Market,Interz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
243,Connector behind box,Interz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
244,B site Market Plant,Interz,3,1,2,221,88,133,2,1,1,155,88,67,1,0,1,66,0,66,340
245,Top Mid Boxes Right Side Peek,Interz,1,1,0,106,87,19,0,0,0,0,0,0,1,1,0,106,87,19,340
246,CT Outside Market,Interz,2,1,1,285,123,162,1,1,0,185,123,62,1,0,1,100,0,100,340
247,Deep Jungle,Nafany,17,16,1,1847,1629,218,11,9,2,1486,968,518,6,7,-1,361,661,-300,340
248,Mid Close Connector,Nafany,20,15,5,2070,1679,391,13,6,7,1454,691,763,7,9,-2,616,988,-372,340
249,Bottom Stairs,Nafany,10,8,2,1066,924,142,7,3,4,677,555,122,3,5,-2,389,369,20,340
250,A Site,Nafany,9,5,4,1097,662,435,1,0,1,66,0,66,8,5,3,1031,662,369,340
251,A Site Exposed to Stairs Connector Cat,Nafany,9,6,3,847,800,47,6,3,3,476,399,77,3,3,0,371,401,-30,340
252,A Ramp,Nafany,12,9,3,1131,1104,27,2,2,0,167,200,-33,10,7,3,964,904,60,340
253,Default A,Nafany,7,5,2,752,456,296,3,2,1,446,151,295,4,3,1,306,305,1,340
254,Top Mid,Nafany,10,9,1,957,969,-12,7,2,5,576,273,303,3,7,-4,381,696,-315,340
255,Underpass,Nafany,1,1,0,20,100,-80,1,0,1,1,0,1,0,1,-1,19,100,-81,340
256,Ticketbooth ,Nafany,9,5,4,988,462,526,5,1,4,558,100,458,4,4,0,430,362,68,340
257,Top Mid Left Side,Nafany,5,9,-4,607,1105,-498,3,0,3,267,22,245,2,9,-7,340,1083,-743,340
258,Top Balcony,Nafany,1,5,-4,100,482,-382,1,0,1,74,26,48,0,5,-5,26,456,-430,340
259,CT Catwalk,Nafany,4,7,-3,572,666,-94,2,0,2,180,36,144,2,7,-5,392,630,-238,340
260,CT Side Apps,Nafany,5,9,-4,602,1095,-493,0,0,0,0,0,0,5,9,-4,602,1095,-493,340
261,Deep Catwalk,Nafany,5,4,1,372,256,116,1,0,1,0,0,0,4,4,0,372,256,116,340
262,Top Connector,Nafany,4,8,-4,283,615,-332,1,4,-3,124,297,-173,3,4,-1,159,318,-159,340
263,Top Mid towards Apps,Nafany,0,4,-4,20,439,-419,0,1,-1,0,73,-73,0,3,-3,20,366,-346,340
264,Catwalk Connector Peek,Nafany,2,7,-5,488,895,-407,0,1,-1,30,184,-154,2,6,-4,458,711,-253,340
265,Deep T Apps,Nafany,2,7,-5,297,782,-485,2,1,1,200,100,100,0,6,-6,97,682,-585,340
266,Leftside Connector,Nafany,6,4,2,813,658,155,6,3,3,786,550,236,0,1,-1,27,108,-81,340
267,Tetris,Nafany,2,4,-2,322,477,-155,0,0,0,93,99,-6,2,4,-2,229,378,-149,340
268,Triple Box,Nafany,4,2,2,219,115,104,4,1,3,193,1,192,0,1,-1,26,114,-88,340
269,Murder Hole,Nafany,0,3,-3,115,210,-95,0,2,-2,33,113,-80,0,1,-1,82,97,-15,340
270,Snipers Nest,Nafany,10,2,8,1119,514,605,10,2,8,1119,485,634,0,0,0,0,29,-29,340
271,Left Side Platform,Nafany,2,5,-3,455,672,-217,0,0,0,35,0,35,2,5,-3,420,672,-252,340
272,T Palace Stairs Peek,Nafany,2,3,-1,192,299,-107,1,0,1,38,0,38,1,3,-2,154,299,-145,340
273,Stairs Palace Peek,Nafany,2,4,-2,416,351,65,1,3,-2,262,251,11,1,1,0,154,100,54,340
274,B Bombsite Cross to Catwalk,Nafany,0,6,-6,46,330,-284,0,1,-1,46,64,-18,0,5,-5,0,266,-266,340
275,Close A Ramp,Nafany,4,2,2,400,228,172,0,0,0,0,0,0,4,2,2,400,228,172,340
276,B site Market Plant,Nafany,1,1,0,83,73,10,1,1,0,83,73,10,0,0,0,0,0,0,340
277,Sandwhich,Nafany,0,1,-1,0,197,-197,0,1,-1,0,126,-126,0,0,0,0,71,-71,340
278,Right Side Snipers Nest,Nafany,3,2,1,269,149,120,1,1,0,121,132,-11,2,1,1,148,17,131,340
279,Snipers Palace Peek,Nafany,12,3,9,963,445,518,10,3,7,763,392,371,2,0,2,200,53,147,340
280,CT Deep Catwalk Mid peek,Nafany,5,2,3,435,277,158,1,1,0,94,100,-6,4,1,3,341,177,164,340
281,Bottom Connector,Nafany,7,2,5,709,485,224,3,0,3,313,210,103,4,2,2,396,275,121,340
282,Ladder Room Catwalk Side,Nafany,3,3,0,291,240,51,0,0,0,0,0,0,3,3,0,291,240,51,340
283,Bench,Nafany,0,1,-1,162,193,-31,0,1,-1,11,132,-121,0,0,0,151,61,90,340
284,Deep T Apps Underpass STairs,Nafany,1,4,-3,174,400,-226,1,3,-2,174,300,-126,0,1,-1,0,100,-100,340
285,Close Left CT A Ramp,Nafany,2,0,2,27,66,-39,1,0,1,4,0,4,1,0,1,23,66,-43,340
286,Connector behind box,Nafany,3,2,1,241,272,-31,3,2,1,241,272,-31,0,0,0,0,0,0,340
287,Arch,Nafany,0,1,-1,9,104,-95,0,1,-1,0,100,-100,0,0,0,9,4,5,340
288,Top Mid Catwalk,Nafany,1,1,0,100,144,-44,0,0,0,0,0,0,1,1,0,100,144,-44,340
289,Catwalk T Aparments Peek,Nafany,1,2,-1,224,271,-47,0,0,0,36,99,-63,1,2,-1,188,172,16,340
290,Behind Big Boxes,Nafany,0,3,-3,0,336,-336,0,0,0,0,0,0,0,3,-3,0,336,-336,340
291,Top Mid Right Side,Nafany,0,2,-2,99,172,-73,0,1,-1,0,46,-46,0,1,-1,99,126,-27,340
292,Left Side corner deep jungle,Nafany,1,3,-2,188,300,-112,0,3,-3,88,300,-212,1,0,1,100,0,100,340
293,Back Left B Site From T's' Perspective,Nafany,1,2,-1,78,101,-23,1,2,-1,78,101,-23,0,0,0,0,0,0,340
294,T Apps TV,Nafany,1,1,0,100,127,-27,0,0,0,0,0,0,1,1,0,100,127,-27,340
295,Balcony Boaxes,Nafany,1,0,1,100,84,16,0,0,0,0,0,0,1,0,1,100,84,16,340
296,Close Market door,Nafany,2,2,0,544,224,320,2,1,1,350,124,226,0,1,-1,194,100,94,340
297,Top STairs,Nafany,5,1,4,428,205,223,2,0,2,133,27,106,3,1,2,295,178,117,340
298,Back B Site Peeking Apps/Plat,Nafany,2,0,2,222,73,149,2,0,2,170,73,97,0,0,0,52,0,52,340
299,Under balcony,Nafany,5,1,4,268,100,168,2,1,1,84,100,-16,3,0,3,184,0,184,340
300,Bench Closer to Tribox,Nafany,1,2,-1,100,212,-112,1,0,1,100,52,48,0,2,-2,0,160,-160,340
301,Ninja,Nafany,1,1,0,154,122,32,1,0,1,100,46,54,0,1,-1,54,76,-22,340
302,Jungle Plant,Nafany,1,2,-1,100,107,-7,0,1,-1,0,100,-100,1,1,0,100,7,93,340
303,CT Left Side,Nafany,0,0,0,0,28,-28,0,0,0,0,28,-28,0,0,0,0,0,0,340
304,Bottom Mid Ladder Room Peek,Nafany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
305,Apartments Right CT Corner,Nafany,1,2,-1,6,151,-145,1,0,1,0,0,0,0,2,-2,6,151,-145,340
306,Back Right B Site from T's Perspective,Nafany,1,2,-1,95,147,-52,1,1,0,95,108,-13,0,1,-1,0,39,-39,340
307,Van Barrel Peek,Nafany,2,1,1,106,5,101,0,0,0,0,0,0,2,1,1,106,5,101,340
308,Elevated Snipers Awp Peek,Nafany,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,340
309,Chair,Nafany,1,2,-1,15,200,-185,0,0,0,0,0,0,1,2,-1,15,200,-185,340
310,Top Mid Boxes Right Side Peek,Nafany,0,1,-1,121,156,-35,0,0,0,0,0,0,0,1,-1,121,156,-35,340
311,B Site Default Plant,Nafany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
312,Market Window Peek,Nafany,0,1,-1,112,100,12,0,0,0,46,0,46,0,1,-1,66,100,-34,340
313,CT Outside Market,Nafany,1,2,-1,126,173,-47,1,0,1,92,0,92,0,2,-2,34,173,-139,340
314,Right Side Connector,Nafany,7,2,5,533,430,103,3,1,2,217,178,39,4,1,3,316,252,64,340
315,T Deep Apps Underpass/Apps Peek,Nafany,0,1,-1,0,126,-126,0,0,0,0,0,0,0,1,-1,0,126,-126,340
316,Deep CT,Nafany,1,1,0,42,127,-85,0,1,-1,15,100,-85,1,0,1,27,27,0,340
317,Catwalk Plant B Site,Nafany,1,2,-1,100,68,32,0,1,-1,0,1,-1,1,1,0,100,67,33,340
318,market,Nafany,1,0,1,142,0,142,1,0,1,142,0,142,0,0,0,0,0,0,340
319,Semi Elevated CT Van,Nafany,0,1,-1,36,111,-75,0,0,0,0,11,-11,0,1,-1,36,100,-64,340
320,Underneath B apps plat,Nafany,0,0,0,72,72,0,0,0,0,0,0,0,0,0,0,72,72,0,340
321,T Spawn,Nafany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
322,Under window B apps,Nafany,1,1,0,151,154,-3,1,1,0,98,100,-2,0,0,0,53,54,-1,340
323,Top Mid Boxes Left Side Peek,Nafany,2,1,1,251,121,130,0,0,0,0,0,0,2,1,1,251,121,130,340
324,Close Market Window,Nafany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
325,Deep T Spawn T Ramp,Nafany,1,1,0,100,100,0,1,0,1,100,0,100,0,1,-1,0,100,-100,340
326,T Spawn A Ramp,Nafany,2,1,1,112,227,-115,0,0,0,0,0,0,2,1,1,112,227,-115,340
327,CT Spawn,Nafany,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,340
328,Forest,Nafany,0,1,-1,27,84,-57,0,0,0,27,0,27,0,1,-1,0,84,-84,340
329,T Spawn towards Apps,Nafany,0,0,0,52,0,52,0,0,0,52,0,52,0,0,0,0,0,0,340
330,Close Right Market Window,Nafany,2,1,1,177,150,27,1,0,1,50,99,-49,1,1,0,127,51,76,340
331,CT Side Apps,ax1le,18,12,6,1864,1640,224,3,0,3,246,166,80,15,12,3,1618,1474,144,340
332,Deep Catwalk,ax1le,46,19,27,4561,2270,2291,43,18,25,4359,2154,2205,3,1,2,202,116,86,340
333,Bottom Stairs,ax1le,3,13,-10,567,1351,-784,2,3,-1,266,375,-109,1,10,-9,301,976,-675,340
334,Underpass,ax1le,6,6,0,683,806,-123,2,0,2,200,54,146,4,6,-2,483,752,-269,340
335,Deep T Apps,ax1le,7,12,-5,1031,1631,-600,1,0,1,100,72,28,6,12,-6,931,1559,-628,340
336,Ticketbooth ,ax1le,8,8,0,747,852,-105,2,5,-3,272,463,-191,6,3,3,475,389,86,340
337,Left Side Platform,ax1le,8,8,0,923,926,-3,0,1,-1,0,6,-6,8,7,1,923,920,3,340
338,Top Mid Left Side,ax1le,5,4,1,505,433,72,1,1,0,100,100,0,4,3,1,405,333,72,340
339,A Site Exposed to Stairs Connector Cat,ax1le,6,4,2,596,315,281,2,0,2,149,59,90,4,4,0,447,256,191,340
340,Mid Close Connector,ax1le,6,7,-1,735,822,-87,3,1,2,420,192,228,3,6,-3,315,630,-315,340
341,Deep Jungle,ax1le,11,6,5,1055,758,297,4,1,3,340,124,216,7,5,2,715,634,81,340
342,Default A,ax1le,4,3,1,348,364,-16,0,0,0,27,14,13,4,3,1,321,350,-29,340
343,T Deep Apps Underpass/Apps Peek,ax1le,5,7,-2,775,898,-123,1,1,0,156,100,56,4,6,-2,619,798,-179,340
344,Top Mid,ax1le,1,2,-1,103,200,-97,1,1,0,71,100,-29,0,1,-1,32,100,-68,340
345,B Bombsite Cross to Catwalk,ax1le,11,6,5,1075,870,205,0,0,0,0,0,0,11,6,5,1075,870,205,340
346,Close Market door,ax1le,2,3,-1,103,307,-204,1,3,-2,76,288,-212,1,0,1,27,19,8,340
347,A Ramp,ax1le,4,6,-2,476,692,-216,0,0,0,0,8,-8,4,6,-2,476,684,-208,340
348,CT Catwalk,ax1le,16,2,14,1724,728,996,13,1,12,1442,536,906,3,1,2,282,192,90,340
349,Arch,ax1le,3,4,-1,567,345,222,3,2,1,469,200,269,0,2,-2,98,145,-47,340
350,CT Deep Catwalk Mid peek,ax1le,6,2,4,859,272,587,6,2,4,859,272,587,0,0,0,0,0,0,340
351,Back Left B Site From T's' Perspective,ax1le,4,3,1,424,207,217,2,1,1,201,100,101,2,2,0,223,107,116,340
352,Catwalk Connector Peek,ax1le,4,5,-1,346,508,-162,2,0,2,146,91,55,2,5,-3,200,417,-217,340
353,Bench,ax1le,4,1,3,327,100,227,2,1,1,206,100,106,2,0,2,121,0,121,340
354,Catwalk Plant B Site,ax1le,3,2,1,295,96,199,0,0,0,0,0,0,3,2,1,295,96,199,340
355,Inside Market Doors,ax1le,1,2,-1,247,150,97,0,1,-1,76,100,-24,1,1,0,171,50,121,340
356,Deep CT,ax1le,3,2,1,296,266,30,2,1,1,163,100,63,1,1,0,133,166,-33,340
357,Catwalk T Aparments Peek,ax1le,12,6,6,1415,662,753,12,6,6,1415,642,773,0,0,0,0,20,-20,340
358,Top Connector,ax1le,3,3,0,193,336,-143,2,1,1,92,100,-8,1,2,-1,101,236,-135,340
359,A Site,ax1le,4,4,0,429,525,-96,0,0,0,0,0,0,4,4,0,429,525,-96,340
360,Top Balcony,ax1le,0,1,-1,52,51,1,0,0,0,0,0,0,0,1,-1,52,51,1,340
361,Market Window Peek,ax1le,0,4,-4,144,297,-153,0,2,-2,94,121,-27,0,2,-2,50,176,-126,340
362,Snipers Nest,ax1le,0,0,0,62,0,62,0,0,0,50,0,50,0,0,0,12,0,12,340
363,B site Market Plant,ax1le,3,0,3,153,0,153,0,0,0,0,0,0,3,0,3,153,0,153,340
364,Bottom Mid Ladder Room Peek,ax1le,0,2,-2,17,114,-97,0,1,-1,0,1,-1,0,1,-1,17,113,-96,340
365,Top Mid Right Side,ax1le,0,2,-2,54,111,-57,0,1,-1,0,11,-11,0,1,-1,54,100,-46,340
366,Underneath B apps plat,ax1le,4,4,0,463,454,9,3,1,2,241,100,141,1,3,-2,222,354,-132,340
367,Ladder Room Catwalk Side,ax1le,4,2,2,294,196,98,4,1,3,294,80,214,0,1,-1,0,116,-116,340
368,Firebox,ax1le,3,3,0,291,251,40,2,1,1,145,100,45,1,2,-1,146,151,-5,340
369,Bottom Connector,ax1le,1,1,0,139,111,28,1,1,0,139,111,28,0,0,0,0,0,0,340
370,Close A Ramp,ax1le,2,3,-1,333,320,13,0,0,0,17,13,4,2,3,-1,316,307,9,340
371,Close Left CT A Ramp,ax1le,0,1,-1,3,103,-100,0,0,0,0,9,-9,0,1,-1,3,94,-91,340
372,Triple Box,ax1le,3,1,2,239,100,139,0,1,-1,0,100,-100,3,0,3,239,0,239,340
373,Back Right B Site from T's Perspective,ax1le,2,1,1,174,100,74,1,1,0,74,100,-26,1,0,1,100,0,100,340
374,Forest,ax1le,2,2,0,116,147,-31,0,0,0,0,0,0,2,2,0,116,147,-31,340
375,Tetris,ax1le,4,2,2,332,309,23,0,1,-1,0,100,-100,4,1,3,332,209,123,340
376,Deep T Apps Underpass STairs,ax1le,7,2,5,680,247,433,0,0,0,15,9,6,7,2,5,665,238,427,340
377,Top Van,ax1le,3,3,0,273,225,48,0,0,0,14,9,5,3,3,0,259,216,43,340
378,Middle Bench,ax1le,1,0,1,100,8,92,0,0,0,0,0,0,1,0,1,100,8,92,340
379,Close Right Market Window,ax1le,3,1,2,240,7,233,0,0,0,0,0,0,3,1,2,240,7,233,340
380,Bottom Mid Boosting Snipers,ax1le,1,0,1,6,0,6,1,0,1,6,0,6,0,0,0,0,0,0,340
381,Right Side Platform,ax1le,0,2,-2,0,182,-182,0,0,0,0,0,0,0,2,-2,0,182,-182,340
382,Sandwhich,ax1le,1,2,-1,74,110,-36,0,0,0,0,0,0,1,2,-1,74,110,-36,340
383,Behind Big Boxes,ax1le,1,1,0,100,100,0,0,1,-1,0,100,-100,1,0,1,100,0,100,340
384,Top Mid Catwalk,ax1le,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,340
385,Snipers Palace Peek,ax1le,3,2,1,306,200,106,2,2,0,156,200,-44,1,0,1,150,0,150,340
386,CT Spawn,ax1le,1,1,0,123,100,23,0,1,-1,63,100,-37,1,0,1,60,0,60,340
387,CT Left Side,ax1le,1,0,1,50,16,34,1,0,1,50,16,34,0,0,0,0,0,0,340
388,T Spawn A Ramp,ax1le,1,2,-1,99,188,-89,0,0,0,0,0,0,1,2,-1,99,188,-89,340
389,CT Outside Market,ax1le,2,1,1,205,100,105,0,1,-1,41,100,-59,2,0,2,164,0,164,340
390,Top Mid Boxes Left Side Peek,ax1le,1,0,1,32,0,32,0,0,0,0,0,0,1,0,1,32,0,32,340
391,Back B Site Peeking Apps/Plat,ax1le,5,1,4,466,170,296,0,0,0,0,0,0,5,1,4,466,170,296,340
392,B Site Default Plant,ax1le,2,2,0,73,199,-126,1,0,1,41,66,-25,1,2,-1,32,133,-101,340
393,Deep Palace,ax1le,0,2,-2,151,200,-49,0,0,0,0,0,0,0,2,-2,151,200,-49,340
394,Stairs Palace Peek,ax1le,1,0,1,139,0,139,1,0,1,139,0,139,0,0,0,0,0,0,340
395,Under window B apps,ax1le,0,0,0,23,24,-1,0,0,0,0,0,0,0,0,0,23,24,-1,340
396,Top Mid Boxes Right Side Peek,ax1le,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
397,Top Mid towards Apps,ax1le,1,2,-1,214,285,-71,0,0,0,0,0,0,1,2,-1,214,285,-71,340
398,market,ax1le,0,0,0,0,63,-63,0,0,0,0,63,-63,0,0,0,0,0,0,340
399,Left Side corner deep jungle,ax1le,2,0,2,153,27,126,2,0,2,153,27,126,0,0,0,0,0,0,340
400,Top STairs,ax1le,1,2,-1,78,216,-138,1,0,1,52,0,52,0,2,-2,26,216,-190,340
401,Right Side Snipers Nest,ax1le,4,2,2,397,200,197,4,2,2,397,200,197,0,0,0,0,0,0,340
402,Van Barrel Peek,ax1le,4,0,4,310,50,260,0,0,0,0,0,0,4,0,4,310,50,260,340
403,Leftside Connector,ax1le,1,1,0,15,100,-85,1,0,1,15,0,15,0,1,-1,0,100,-100,340
404,Right Side Connector,ax1le,1,1,0,202,96,106,0,0,0,26,0,26,1,1,0,176,96,80,340
405,Under balcony,ax1le,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
406,Attic,ax1le,0,1,-1,0,33,-33,0,1,-1,0,33,-33,0,0,0,0,0,0,340
407,Jungle Plant,ax1le,1,1,0,108,78,30,0,0,0,0,0,0,1,1,0,108,78,30,340
408,Close Market Window,ax1le,1,0,1,62,44,18,1,0,1,62,44,18,0,0,0,0,0,0,340
409,Ninja,ax1le,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
410,Deep T Spawn T Ramp,ax1le,0,1,-1,57,85,-28,0,0,0,0,0,0,0,1,-1,57,85,-28,340
411,Balcony Boaxes,ax1le,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
412,Chair,ax1le,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
413,T Palace Stairs Peek,ax1le,3,1,2,182,234,-52,0,0,0,0,0,0,3,1,2,182,234,-52,340
414,T Spawn towards Apps,ax1le,0,1,-1,160,100,60,0,1,-1,96,100,-4,0,0,0,64,0,64,340
415,Connector behind box,ax1le,0,0,0,7,1,6,0,0,0,0,0,0,0,0,0,7,1,6,340
416,EastForest,ax1le,0,1,-1,0,61,-61,0,0,0,0,0,0,0,1,-1,0,61,-61,340
417,Murder Hole,ax1le,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,340
418,Elevated Snipers Awp Peek,ax1le,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
