,Location,Player,Total Kills,Total Deaths,K/D,Total Damage Dealt,Total Damage Taken,Total Damage Differential,CT Kills,CT Deaths,CT K/D,CT Damage Dealt,CT Damage Taken,CT Damage Differential,T Kills,T Deaths,T K/D,T Damage Dealt,T Damage Taken,T Damage Differential,Total Rounds
243,Back B Site Peeking Apps/Plat,Sanji,3,7,-4,364,733,-369,3,5,-2,364,602,-238,0,2,-2,0,131,-131,256
244,T Deep Apps Underpass/Apps Peek,Sanji,2,5,-3,252,564,-312,0,0,0,0,0,0,2,5,-3,252,564,-312,256
245,Default A,Sanji,3,1,2,194,132,62,2,0,2,109,0,109,1,1,0,85,132,-47,256
246,B Bombsite Cross to Catwalk,Sanji,2,3,-1,225,364,-139,0,2,-2,25,200,-175,2,1,1,200,164,36,256
247,Mid Close Connector,Sanji,1,4,-3,15,466,-451,1,1,0,8,100,-92,0,3,-3,7,366,-359,256
248,CT Catwalk,Sanji,2,4,-2,325,427,-102,1,4,-3,228,412,-184,1,0,1,97,15,82,256
249,Deep Catwalk,Sanji,3,3,0,231,228,3,3,1,2,152,180,-28,0,2,-2,79,48,31,256
250,Underpass,Sanji,4,4,0,431,429,2,0,0,0,0,0,0,4,4,0,431,429,2,256
251,A Ramp,Sanji,2,5,-3,188,476,-288,0,0,0,0,0,0,2,5,-3,188,476,-288,256
252,Deep CT,Sanji,2,3,-1,180,307,-127,1,2,-1,107,226,-119,1,1,0,73,81,-8,256
253,Bottom Connector,Sanji,4,4,0,327,435,-108,0,0,0,0,0,0,4,4,0,327,435,-108,256
254,Close Left CT A Ramp,Sanji,1,4,-3,160,338,-178,0,0,0,0,0,0,1,4,-3,160,338,-178,256
255,Deep T Apps Underpass STairs,Sanji,1,3,-2,163,300,-137,0,0,0,0,0,0,1,3,-2,163,300,-137,256
256,Close Market door,Sanji,3,2,1,229,153,76,3,2,1,229,153,76,0,0,0,0,0,0,256
257,Back Left B Site From T's' Perspective,Sanji,2,1,1,193,100,93,2,1,1,193,100,93,0,0,0,0,0,0,256
258,B site Market Plant,Sanji,1,3,-2,94,253,-159,1,2,-1,94,200,-106,0,1,-1,0,53,-53,256
259,Top Mid Left Side,Sanji,1,3,-2,154,264,-110,0,0,0,0,0,0,1,3,-2,154,264,-110,256
260,Deep Palace,Sanji,0,2,-2,53,200,-147,0,1,-1,0,100,-100,0,1,-1,53,100,-47,256
261,Snipers Palace Peek,Sanji,4,2,2,339,202,137,2,1,1,196,72,124,2,1,1,143,130,13,256
262,B Site Default Plant,Sanji,2,0,2,181,52,129,2,0,2,181,52,129,0,0,0,0,0,0,256
263,Right Side Snipers Nest,Sanji,1,1,0,100,100,0,0,1,-1,0,100,-100,1,0,1,100,0,100,256
264,Leftside Connector,Sanji,1,1,0,176,135,41,1,1,0,100,100,0,0,0,0,76,35,41,256
265,Top Connector,Sanji,1,1,0,100,190,-90,0,0,0,0,6,-6,1,1,0,100,184,-84,256
266,Snipers Nest,Sanji,4,2,2,400,247,153,2,1,1,200,147,53,2,1,1,200,100,100,256
267,market,Sanji,0,2,-2,107,200,-93,0,2,-2,107,200,-93,0,0,0,0,0,0,256
268,Inside Market Doors,Sanji,2,3,-1,132,300,-168,1,3,-2,32,300,-268,1,0,1,100,0,100,256
269,Market Window Peek,Sanji,0,1,-1,26,100,-74,0,0,0,0,0,0,0,1,-1,26,100,-74,256
270,CT Outside Market,Sanji,1,1,0,100,134,-34,1,1,0,100,134,-34,0,0,0,0,0,0,256
271,Murder Hole,Sanji,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,256
272,Forest,Sanji,6,1,5,588,267,321,6,1,5,588,267,321,0,0,0,0,0,0,256
273,CT Left Side,Sanji,2,2,0,267,209,58,2,1,1,267,162,105,0,1,-1,0,47,-47,256
274,Right Side Platform,Sanji,0,0,0,0,2,-2,0,0,0,0,2,-2,0,0,0,0,0,0,256
275,Semi Elevated CT Van,Sanji,1,1,0,92,82,10,1,1,0,92,82,10,0,0,0,0,0,0,256
276,Catwalk T Aparments Peek,Sanji,2,1,1,287,121,166,2,1,1,287,121,166,0,0,0,0,0,0,256
277,Stairs Palace Peek,Sanji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
278,Jungle Plant,Sanji,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,256
279,Tetris,Sanji,2,1,1,119,144,-25,0,0,0,0,0,0,2,1,1,119,144,-25,256
280,Triple Box,Sanji,4,0,4,415,27,388,3,0,3,315,27,288,1,0,1,100,0,100,256
281,Bench Closer to Tribox,Sanji,0,2,-2,0,178,-178,0,1,-1,0,100,-100,0,1,-1,0,78,-78,256
282,Top Van,Sanji,0,1,-1,0,56,-56,0,1,-1,0,56,-56,0,0,0,0,0,0,256
283,Catwalk Connector Peek,Sanji,1,0,1,235,98,137,0,0,0,91,0,91,1,0,1,144,98,46,256
284,T Palace Stairs Peek,Sanji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
285,Behind Big Boxes,Sanji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
286,Top Mid Boxes Right Side Peek,Sanji,1,1,0,94,100,-6,0,0,0,0,0,0,1,1,0,94,100,-6,256
287,Top Mid Catwalk,Sanji,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,256
288,Under balcony,Sanji,1,0,1,84,15,69,0,0,0,0,0,0,1,0,1,84,15,69,256
289,Ladder Room Catwalk Side,Sanji,0,0,0,0,3,-3,0,0,0,0,3,-3,0,0,0,0,0,0,256
290,Elevated Snipers Awp Peek,Sanji,0,1,-1,0,17,-17,0,1,-1,0,17,-17,0,0,0,0,0,0,256
291,Apartments Right CT Corner,Sanji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
292,Under window B apps,Sanji,0,0,0,60,0,60,0,0,0,60,0,60,0,0,0,0,0,0,256
293,Van Barrel Peek,Sanji,5,1,4,465,164,301,3,0,3,292,63,229,2,1,1,173,101,72,256
294,Chair,Sanji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
295,Left Side corner deep jungle,Sanji,1,1,0,59,94,-35,1,1,0,59,94,-35,0,0,0,0,0,0,256
296,T Apps TV,Sanji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
297,Top Mid Right Side,Sanji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
298,Arch,Sanji,1,1,0,39,126,-87,1,1,0,15,126,-111,0,0,0,24,0,24,256
299,Top STairs,Sanji,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,256
300,Firebox,Sanji,1,0,1,30,0,30,0,0,0,0,0,0,1,0,1,30,0,30,256
301,Register Market,Sanji,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,256
302,Balcony Boaxes,Sanji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
303,Close A Ramp,Sanji,1,1,0,128,139,-11,0,0,0,0,0,0,1,1,0,128,139,-11,256
304,Safe Plant B Site,Sanji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
305,Top Mid towards Apps,Sanji,4,0,4,400,7,393,0,0,0,0,0,0,4,0,4,400,7,393,256
306,Default A,Qikert,13,18,-5,1256,1601,-345,10,13,-3,1035,1136,-101,3,5,-2,221,465,-244,256
307,Ticketbooth ,Qikert,15,12,3,1488,1639,-151,13,9,4,1246,1402,-156,2,3,-1,242,237,5,256
308,Top Balcony,Qikert,16,12,4,1747,1486,261,6,2,4,653,488,165,10,10,0,1094,998,96,256
309,A Site,Qikert,8,10,-2,846,1006,-160,6,3,3,557,273,284,2,7,-5,289,733,-444,256
310,T Palace Stairs Peek,Qikert,5,6,-1,653,1003,-350,0,1,-1,35,100,-65,5,5,0,618,903,-285,256
311,Bottom Stairs,Qikert,0,4,-4,48,363,-315,0,0,0,0,0,0,0,4,-4,48,363,-315,256
312,A Ramp,Qikert,5,3,2,563,524,39,2,0,2,200,91,109,3,3,0,363,433,-70,256
313,Close A Ramp,Qikert,3,3,0,304,382,-78,3,3,0,289,360,-71,0,0,0,15,22,-7,256
314,Triple Box,Qikert,3,4,-1,211,480,-269,3,3,0,211,380,-169,0,1,-1,0,100,-100,256
315,Sandwhich,Qikert,4,3,1,400,300,100,3,1,2,300,100,200,1,2,-1,100,200,-100,256
316,Deep Palace,Qikert,7,6,1,850,667,183,2,2,0,289,253,36,5,4,1,561,414,147,256
317,CT Side Apps,Qikert,2,5,-3,304,646,-342,0,0,0,0,0,0,2,5,-3,304,646,-342,256
318,Back B Site Peeking Apps/Plat,Qikert,1,2,-1,154,189,-35,0,0,0,0,0,0,1,2,-1,154,189,-35,256
319,Tetris,Qikert,4,4,0,414,469,-55,3,3,0,298,327,-29,1,1,0,116,142,-26,256
320,Left Side Platform,Qikert,6,5,1,654,693,-39,0,0,0,0,0,0,6,5,1,654,693,-39,256
321,Close Market door,Qikert,7,3,4,621,479,142,7,3,4,621,479,142,0,0,0,0,0,0,256
322,A Site Exposed to Stairs Connector Cat,Qikert,1,2,-1,100,216,-116,0,0,0,0,0,0,1,2,-1,100,216,-116,256
323,Close Left CT A Ramp,Qikert,2,3,-1,305,300,5,1,3,-2,232,300,-68,1,0,1,73,0,73,256
324,Snipers Palace Peek,Qikert,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,256
325,B Bombsite Cross to Catwalk,Qikert,1,0,1,102,22,80,0,0,0,0,0,0,1,0,1,102,22,80,256
326,Catwalk T Aparments Peek,Qikert,1,0,1,78,0,78,1,0,1,78,0,78,0,0,0,0,0,0,256
327,Deep Jungle,Qikert,1,2,-1,259,199,60,1,2,-1,259,199,60,0,0,0,0,0,0,256
328,B Site Default Plant,Qikert,0,3,-3,0,185,-185,0,2,-2,0,174,-174,0,1,-1,0,11,-11,256
329,Top Mid towards Apps,Qikert,1,1,0,101,121,-20,1,0,1,100,21,79,0,1,-1,1,100,-99,256
330,Top Mid Left Side,Qikert,1,3,-2,218,257,-39,1,0,1,100,43,57,0,3,-3,118,214,-96,256
331,Bench,Qikert,1,1,0,144,59,85,1,1,0,144,59,85,0,0,0,0,0,0,256
332,Jungle Plant,Qikert,0,2,-2,160,119,41,0,2,-2,124,119,5,0,0,0,36,0,36,256
333,Mid Close Connector,Qikert,2,2,0,254,149,105,0,0,0,0,0,0,2,2,0,254,149,105,256
334,market,Qikert,2,2,0,194,127,67,2,2,0,194,127,67,0,0,0,0,0,0,256
335,Deep T Apps Underpass STairs,Qikert,1,0,1,111,49,62,0,0,0,0,0,0,1,0,1,111,49,62,256
336,Firebox,Qikert,3,1,2,289,179,110,2,0,2,189,79,110,1,1,0,100,100,0,256
337,Deep CT,Qikert,1,0,1,100,89,11,0,0,0,0,0,0,1,0,1,100,89,11,256
338,Under window B apps,Qikert,0,0,0,95,34,61,0,0,0,0,0,0,0,0,0,95,34,61,256
339,Balcony Boaxes,Qikert,2,1,1,254,122,132,0,1,-1,37,100,-63,2,0,2,217,22,195,256
340,Deep Catwalk,Qikert,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,256
341,Top Connector,Qikert,0,0,0,52,4,48,0,0,0,0,4,-4,0,0,0,52,0,52,256
342,T Spawn,Qikert,0,1,-1,0,22,-22,0,0,0,0,0,0,0,1,-1,0,22,-22,256
343,Catwalk Plant B Site,Qikert,2,1,1,231,100,131,0,0,0,0,0,0,2,1,1,231,100,131,256
344,Ninja,Qikert,1,1,0,100,86,14,1,1,0,100,86,14,0,0,0,0,0,0,256
345,Arch,Qikert,2,2,0,272,200,72,1,1,0,172,100,72,1,1,0,100,100,0,256
346,CT Catwalk,Qikert,2,2,0,66,233,-167,2,2,0,66,233,-167,0,0,0,0,0,0,256
347,Top STairs,Qikert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
348,Register Market,Qikert,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,256
349,Back Left B Site From T's' Perspective,Qikert,0,1,-1,10,52,-42,0,0,0,0,0,0,0,1,-1,10,52,-42,256
350,CT Left Side,Qikert,3,1,2,240,188,52,2,1,1,140,154,-14,1,0,1,100,34,66,256
351,CT Spawn,Qikert,3,2,1,299,173,126,3,2,1,299,173,126,0,0,0,0,0,0,256
352,Inside Market Doors,Qikert,3,0,3,230,74,156,3,0,3,230,74,156,0,0,0,0,0,0,256
353,T Deep Apps Underpass/Apps Peek,Qikert,1,1,0,112,122,-10,0,0,0,0,0,0,1,1,0,112,122,-10,256
354,Right Side Snipers Nest,Qikert,0,1,-1,77,100,-23,0,1,-1,77,100,-23,0,0,0,0,0,0,256
355,Forest,Qikert,0,1,-1,0,66,-66,0,0,0,0,0,0,0,1,-1,0,66,-66,256
356,T Deep apps,Qikert,1,0,1,100,0,100,0,0,0,0,0,0,1,0,1,100,0,100,256
357,Deep T Apps,Qikert,5,0,5,435,309,126,0,0,0,0,0,0,5,0,5,435,309,126,256
358,Right Side Connector,Qikert,0,0,0,0,9,-9,0,0,0,0,9,-9,0,0,0,0,0,0,256
359,Bottom Connector,Qikert,1,0,1,100,6,94,0,0,0,0,0,0,1,0,1,100,6,94,256
360,Leftside Connector,Qikert,1,0,1,100,4,96,1,0,1,100,4,96,0,0,0,0,0,0,256
361,Top Mid Catwalk,Qikert,0,0,0,31,0,31,0,0,0,0,0,0,0,0,0,31,0,31,256
362,Deep T Spawn T Ramp,Qikert,0,0,0,82,14,68,0,0,0,0,0,0,0,0,0,82,14,68,256
363,B site Market Plant,Qikert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
364,Underneath B apps plat,Qikert,1,0,1,100,2,98,0,0,0,0,0,0,1,0,1,100,2,98,256
365,Top Mid,Qikert,3,1,2,359,100,259,3,0,3,300,0,300,0,1,-1,59,100,-41,256
366,T Spawn towards Apps,Qikert,0,1,-1,0,52,-52,0,0,0,0,0,0,0,1,-1,0,52,-52,256
367,Top Mid Boxes Right Side Peek,Qikert,0,1,-1,68,100,-32,0,0,0,0,0,0,0,1,-1,68,100,-32,256
368,Bottom Mid Ladder Room Peek,Qikert,0,0,0,0,27,-27,0,0,0,0,27,-27,0,0,0,0,0,0,256
369,CT Outside Market,Qikert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
370,Market Window Peek,Qikert,0,1,-1,76,170,-94,0,1,-1,76,170,-94,0,0,0,0,0,0,256
371,Underpass,Qikert,0,0,0,8,27,-19,0,0,0,0,27,-27,0,0,0,8,0,8,256
372,T Spawn A Ramp,Qikert,0,0,0,0,18,-18,0,0,0,0,0,0,0,0,0,0,18,-18,256
373,Murder Hole,Qikert,0,0,0,63,0,63,0,0,0,63,0,63,0,0,0,0,0,0,256
374,Back Right B Site from T's Perspective,Qikert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
375,Under balcony,Qikert,3,1,2,408,290,118,2,1,1,308,211,97,1,0,1,100,79,21,256
376,Close Right Market Window,Qikert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
