,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds
398,CT Side Apps,Art,2,6,-4,255,625,-370,CT,452
399,CT Side Apps,Art,3,7,-4,448,663,-215,T,452
400,Triple Box,Art,4,5,-1,465,509,-44,CT,452
401,Triple Box,Art,5,6,-1,361,421,-60,T,452
402,Snipers Palace Peek,Art,10,7,3,1100,864,236,CT,452
403,Snipers Palace Peek,Art,2,5,-3,311,447,-136,T,452
404,CT Deep Catwalk Mid peek,Art,5,4,1,530,616,-86,CT,452
405,CT Deep Catwalk Mid peek,Art,2,6,-4,244,544,-300,T,452
406,A Site Exposed to Stairs Connector Cat,Art,7,8,-1,471,749,-278,CT,452
407,A Site Exposed to Stairs Connector Cat,Art,4,1,3,243,102,141,T,452
408,Catwalk Connector Peek,Art,0,5,-5,59,428,-369,CT,452
409,Catwalk Connector Peek,Art,3,5,-2,406,584,-178,T,452
410,Bottom Connector,Art,7,2,5,752,260,492,CT,452
411,Bottom Connector,Art,1,4,-3,137,313,-176,T,452
412,Top Connector,Art,1,4,-3,174,392,-218,CT,452
413,Top Connector,Art,1,3,-2,167,316,-149,T,452
414,Top Balcony,Art,4,3,1,452,294,158,CT,452
415,Top Balcony,Art,2,4,-2,84,305,-221,T,452
416,A Ramp,Art,1,2,-1,144,200,-56,CT,452
417,A Ramp,Art,4,6,-2,505,808,-303,T,452
418,A Site,Art,1,2,-1,160,135,25,CT,452
419,A Site,Art,5,3,2,508,410,98,T,452
420,Catwalk T Aparments Peek,Art,1,3,-2,231,355,-124,CT,452
421,Catwalk T Aparments Peek,Art,5,4,1,593,487,106,T,452
422,CT Left Side,Art,1,5,-4,122,404,-282,CT,452
423,CT Left Side,Art,0,1,-1,0,58,-58,T,452
424,Left Side corner deep jungle,Art,0,1,-1,0,100,-100,CT,452
425,Left Side corner deep jungle,Art,2,5,-3,339,298,41,T,452
426,Left Side Platform,Art,2,1,1,207,110,97,CT,452
427,Left Side Platform,Art,3,3,0,365,340,25,T,452
428,Close A Ramp,Art,0,0,0,0,0,0,CT,452
429,Close A Ramp,Art,3,2,1,315,274,41,T,452
430,Deep T Apps,Art,2,1,1,256,100,156,CT,452
431,Deep T Apps,Art,3,4,-1,250,633,-383,T,452
432,Deep T Apps Underpass STairs,Art,2,2,0,115,228,-113,CT,452
433,Deep T Apps Underpass STairs,Art,1,1,0,159,130,29,T,452
434,T Palace Stairs Peek,Art,0,1,-1,0,100,-100,CT,452
435,T Palace Stairs Peek,Art,2,2,0,237,339,-102,T,452
436,Back B Site Peeking Apps/Plat,Art,0,0,0,0,0,0,CT,452
437,Back B Site Peeking Apps/Plat,Art,2,3,-1,496,259,237,T,452
438,Bottom Mid Ladder Room Peek,Art,5,4,1,526,400,126,CT,452
439,Bottom Mid Ladder Room Peek,Art,1,4,-3,100,339,-239,T,452
440,Leftside Connector,Art,3,2,1,345,212,133,CT,452
441,Leftside Connector,Art,1,1,0,138,100,38,T,452
442,Right Side Connector,Art,2,2,0,191,245,-54,CT,452
443,Right Side Connector,Art,2,2,0,290,259,31,T,452
444,Close Market door,Art,1,2,-1,100,166,-66,CT,452
445,Close Market door,Art,0,1,-1,0,87,-87,T,452
446,market,Art,1,1,0,191,167,24,CT,452
447,market,Art,2,0,2,200,64,136,T,452
448,Top STairs,Art,0,2,-2,117,258,-141,CT,452
449,Top STairs,Art,3,3,0,253,289,-36,T,452
450,Deep Palace,Art,4,4,0,313,427,-114,CT,452
451,Deep Palace,Art,2,0,2,209,34,175,T,452
452,Murder Hole,Art,2,4,-2,212,445,-233,CT,452
453,Murder Hole,Art,1,1,0,97,146,-49,T,452
454,Sandwhich,Art,0,0,0,0,0,0,CT,452
455,Sandwhich,Art,3,3,0,295,192,103,T,452
456,Underneath B apps plat,Art,2,2,0,148,137,11,CT,452
457,Underneath B apps plat,Art,4,3,1,327,357,-30,T,452
458,Back Left B Site From T's' Perspective,Art,0,2,-2,0,132,-132,CT,452
459,Back Left B Site From T's' Perspective,Art,2,0,2,211,44,167,T,452
460,Bench,Art,1,1,0,52,100,-48,CT,452
461,Bench,Art,1,1,0,222,62,160,T,452
462,Ladder Room Catwalk Side,Art,2,2,0,200,148,52,CT,452
463,Ladder Room Catwalk Side,Art,0,2,-2,27,208,-181,T,452
464,CT Outside Market,Art,1,2,-1,70,200,-130,CT,452
465,CT Outside Market,Art,2,1,1,175,34,141,T,452
466,Inside Market Doors,Art,3,2,1,130,207,-77,CT,452
467,Inside Market Doors,Art,1,0,1,100,0,100,T,452
468,Tetris,Art,0,0,0,0,0,0,CT,452
469,Tetris,Art,1,3,-2,189,339,-150,T,452
470,Behind Big Boxes,Art,0,0,0,0,0,0,CT,452
471,Behind Big Boxes,Art,1,1,0,125,207,-82,T,452
472,Close Right Market Window,Art,1,1,0,71,36,35,CT,452
473,Close Right Market Window,Art,0,1,-1,0,108,-108,T,452
474,Jungle Plant,Art,2,1,1,153,145,8,CT,452
475,Jungle Plant,Art,2,2,0,222,200,22,T,452
476,Arch,Art,1,1,0,51,79,-28,CT,452
477,Arch,Art,2,2,0,130,143,-13,T,452
478,Connector behind box,Art,2,2,0,254,259,-5,CT,452
479,Connector behind box,Art,2,2,0,144,237,-93,T,452
480,Deep CT,Art,4,3,1,316,325,-9,CT,452
481,Deep CT,Art,3,0,3,175,42,133,T,452
482,Catwalk Plant B Site,Art,0,0,0,5,24,-19,CT,452
483,Catwalk Plant B Site,Art,0,1,-1,0,17,-17,T,452
484,Top Mid Boxes Left Side Peek,Art,0,0,0,0,0,0,CT,452
485,Top Mid Boxes Left Side Peek,Art,0,1,-1,125,132,-7,T,452
486,B Site Default Plant,Art,0,0,0,0,0,0,CT,452
487,B Site Default Plant,Art,0,0,0,0,20,-20,T,452
488,Close Left CT A Ramp,Art,3,2,1,300,173,127,CT,452
489,Close Left CT A Ramp,Art,0,0,0,0,0,0,T,452
490,CT Spawn,Art,0,0,0,0,0,0,CT,452
491,CT Spawn,Art,0,0,0,0,0,0,T,452
492,Middle Bench,Art,4,1,3,256,154,102,CT,452
493,Middle Bench,Art,0,3,-3,12,176,-164,T,452
494,B Bombsite Cross to Catwalk,Art,3,0,3,346,27,319,CT,452
495,B Bombsite Cross to Catwalk,Art,3,1,2,313,132,181,T,452
496,T apps entrance close left,Art,0,0,0,0,0,0,CT,452
497,T apps entrance close left,Art,0,0,0,0,0,0,T,452
498,Van Barrel Peek,Art,0,0,0,8,0,8,CT,452
499,Van Barrel Peek,Art,1,2,-1,100,212,-112,T,452
500,T Spawn A Ramp,Art,0,0,0,0,0,0,CT,452
501,T Spawn A Ramp,Art,1,2,-1,241,134,107,T,452
502,T Deep Apps Underpass/Apps Peek,Art,0,0,0,0,0,0,CT,452
503,T Deep Apps Underpass/Apps Peek,Art,0,0,0,0,7,-7,T,452
504,Right Side Snipers Nest,Art,3,2,1,356,400,-44,CT,452
505,Right Side Snipers Nest,Art,1,0,1,80,32,48,T,452
506,B site Market Plant,Art,0,0,0,145,73,72,CT,452
507,B site Market Plant,Art,1,2,-1,196,180,16,T,452
508,Chair,Art,0,0,0,0,0,0,CT,452
509,Chair,Art,2,2,0,210,227,-17,T,452
510,Bottom Mid Boosting Snipers,Art,1,0,1,100,70,30,CT,452
511,Bottom Mid Boosting Snipers,Art,1,1,0,99,32,67,T,452
512,Top Mid towards Apps,Art,1,1,0,100,100,0,CT,452
513,Top Mid towards Apps,Art,0,1,-1,111,115,-4,T,452
514,Stairs Palace Peek,Art,0,2,-2,84,242,-158,CT,452
515,Stairs Palace Peek,Art,1,0,1,100,0,100,T,452
516,Top Mid Boxes Right Side Peek,Art,1,0,1,100,0,100,CT,452
517,Top Mid Boxes Right Side Peek,Art,2,0,2,200,0,200,T,452
518,Market Window Peek,Art,5,1,4,407,125,282,CT,452
519,Market Window Peek,Art,2,0,2,146,57,89,T,452
520,Close Market Window,Art,0,1,-1,0,100,-100,CT,452
521,Close Market Window,Art,2,0,2,167,0,167,T,452
522,T Spawn,Art,1,1,0,100,151,-51,CT,452
523,T Spawn,Art,0,1,-1,0,16,-16,T,452
524,Apartments Right CT Corner,Art,1,0,1,115,0,115,CT,452
525,Apartments Right CT Corner,Art,3,1,2,316,49,267,T,452
526,T Spawn towards Apps,Art,0,1,-1,51,64,-13,CT,452
527,T Spawn towards Apps,Art,0,0,0,14,17,-3,T,452
528,Ninja,Art,2,0,2,240,77,163,CT,452
529,Ninja,Art,0,1,-1,25,100,-75,T,452
530,Deep T Spawn T Ramp,Art,0,0,0,0,0,0,CT,452
531,Deep T Spawn T Ramp,Art,0,1,-1,22,100,-78,T,452
532,Elevated Snipers Awp Peek,Art,0,0,0,20,0,20,CT,452
533,Elevated Snipers Awp Peek,Art,0,0,0,66,56,10,T,452
534,Under balcony,Art,1,1,0,76,100,-24,CT,452
535,Under balcony,Art,0,0,0,0,99,-99,T,452
536,Back Right B Site from T's Perspective,Art,0,0,0,0,0,0,CT,452
537,Back Right B Site from T's Perspective,Art,0,1,-1,0,100,-100,T,452
538,Firebox,Art,0,0,0,0,0,0,CT,452
539,Firebox,Art,0,0,0,19,0,19,T,452
540,T Apps TV,Art,0,0,0,0,0,0,CT,452
541,T Apps TV,Art,0,1,-1,0,69,-69,T,452
542,Top Van,Art,1,0,1,93,0,93,CT,452
543,Top Van,Art,2,1,1,200,144,56,T,452
544,Right Side Platform,Art,0,1,-1,107,145,-38,CT,452
545,Right Side Platform,Art,2,0,2,164,41,123,T,452
546,Ticketbooth ,Vini,7,13,-6,842,1297,-455,CT,452
547,Ticketbooth ,Vini,5,5,0,673,573,100,T,452
548,Default A,Vini,2,7,-5,421,651,-230,CT,452
549,Default A,Vini,7,8,-1,874,741,133,T,452
550,Top Balcony,Vini,5,9,-4,771,856,-85,CT,452
551,Top Balcony,Vini,17,15,2,1632,1351,281,T,452
552,A Ramp,Vini,2,4,-2,311,488,-177,CT,452
553,A Ramp,Vini,7,15,-8,931,1708,-777,T,452
554,Triple Box,Vini,5,5,0,548,595,-47,CT,452
555,Triple Box,Vini,3,7,-4,357,572,-215,T,452
556,A Site,Vini,2,1,1,164,120,44,CT,452
557,A Site,Vini,11,10,1,1118,980,138,T,452
558,CT Catwalk,Vini,9,11,-2,1213,1196,17,CT,452
559,CT Catwalk,Vini,8,5,3,697,516,181,T,452
560,Deep Jungle,Vini,14,7,7,1221,901,320,CT,452
561,Deep Jungle,Vini,5,1,4,413,121,292,T,452
562,A Site Exposed to Stairs Connector Cat,Vini,8,7,1,631,751,-120,CT,452
563,A Site Exposed to Stairs Connector Cat,Vini,3,9,-6,483,797,-314,T,452
564,Bottom Stairs,Vini,7,4,3,573,330,243,CT,452
565,Bottom Stairs,Vini,0,3,-3,7,233,-226,T,452
566,Mid Close Connector,Vini,2,4,-2,298,482,-184,CT,452
567,Mid Close Connector,Vini,3,8,-5,349,916,-567,T,452
568,CT Side Apps,Vini,1,1,0,172,171,1,CT,452
569,CT Side Apps,Vini,3,5,-2,375,657,-282,T,452
570,T Palace Stairs Peek,Vini,2,2,0,244,137,107,CT,452
571,T Palace Stairs Peek,Vini,18,9,9,1789,1232,557,T,452
572,Left Side Platform,Vini,0,0,0,0,0,0,CT,452
573,Left Side Platform,Vini,3,6,-3,334,597,-263,T,452
574,CT Deep Catwalk Mid peek,Vini,3,12,-9,873,1228,-355,CT,452
575,CT Deep Catwalk Mid peek,Vini,1,2,-1,32,211,-179,T,452
576,B Bombsite Cross to Catwalk,Vini,2,3,-1,281,114,167,CT,452
577,B Bombsite Cross to Catwalk,Vini,4,5,-1,415,372,43,T,452
578,Close Market door,Vini,6,6,0,790,592,198,CT,452
579,Close Market door,Vini,3,2,1,249,150,99,T,452
580,Deep Catwalk,Vini,7,7,0,484,744,-260,CT,452
581,Deep Catwalk,Vini,0,1,-1,76,345,-269,T,452
582,Bench,Vini,3,5,-2,432,533,-101,CT,452
583,Bench,Vini,0,1,-1,58,100,-42,T,452
584,Deep Palace,Vini,1,2,-1,190,263,-73,CT,452
585,Deep Palace,Vini,7,6,1,1047,813,234,T,452
586,Snipers Nest,Vini,7,6,1,950,815,135,CT,452
587,Snipers Nest,Vini,0,4,-4,83,394,-311,T,452
588,Underpass,Vini,0,6,-6,27,446,-419,CT,452
589,Underpass,Vini,0,2,-2,94,232,-138,T,452
590,Deep CT,Vini,4,4,0,813,415,398,CT,452
591,Deep CT,Vini,2,1,1,200,182,18,T,452
592,Tetris,Vini,0,0,0,0,0,0,CT,452
593,Tetris,Vini,2,6,-4,396,600,-204,T,452
594,Close A Ramp,Vini,3,2,1,290,200,90,CT,452
595,Close A Ramp,Vini,3,5,-2,373,527,-154,T,452
596,Arch,Vini,2,3,-1,287,389,-102,CT,452
597,Arch,Vini,1,0,1,77,21,56,T,452
598,Underneath B apps plat,Vini,2,0,2,111,10,101,CT,452
599,Underneath B apps plat,Vini,2,3,-1,190,230,-40,T,452
600,Top Connector,Vini,2,1,1,112,154,-42,CT,452
601,Top Connector,Vini,2,4,-2,214,525,-311,T,452
602,Top Mid Left Side,Vini,0,0,0,0,0,0,CT,452
603,Top Mid Left Side,Vini,0,4,-4,81,539,-458,T,452
604,Back B Site Peeking Apps/Plat,Vini,2,1,1,129,100,29,CT,452
605,Back B Site Peeking Apps/Plat,Vini,4,2,2,263,223,40,T,452
606,Back Right B Site from T's Perspective,Vini,2,3,-1,172,300,-128,CT,452
607,Back Right B Site from T's Perspective,Vini,0,1,-1,79,12,67,T,452
608,Ninja,Vini,0,5,-5,164,450,-286,CT,452
609,Ninja,Vini,0,0,0,0,0,0,T,452
610,B site Market Plant,Vini,1,1,0,81,205,-124,CT,452
611,B site Market Plant,Vini,1,3,-2,192,316,-124,T,452
612,Catwalk Plant B Site,Vini,0,1,-1,44,65,-21,CT,452
613,Catwalk Plant B Site,Vini,6,4,2,438,344,94,T,452
614,Snipers Palace Peek,Vini,3,1,2,391,183,208,CT,452
615,Snipers Palace Peek,Vini,0,1,-1,32,37,-5,T,452
616,Sandwhich,Vini,2,1,1,232,100,132,CT,452
617,Sandwhich,Vini,6,2,4,643,262,381,T,452
618,B Site Default Plant,Vini,0,1,-1,98,20,78,CT,452
619,B Site Default Plant,Vini,1,1,0,153,148,5,T,452
620,Under balcony,Vini,0,2,-2,82,246,-164,CT,452
621,Under balcony,Vini,1,2,-1,100,260,-160,T,452
622,CT Left Side,Vini,3,1,2,375,151,224,CT,452
623,CT Left Side,Vini,0,1,-1,13,23,-10,T,452
624,T Spawn,Vini,0,0,0,0,0,0,CT,452
625,T Spawn,Vini,2,3,-1,127,203,-76,T,452
626,Top Mid,Vini,0,0,0,0,20,-20,CT,452
627,Top Mid,Vini,1,0,1,120,29,91,T,452
628,Deep T Apps,Vini,0,0,0,0,0,0,CT,452
629,Deep T Apps,Vini,1,3,-2,204,424,-220,T,452
630,Ladder Room Catwalk Side,Vini,1,3,-2,144,328,-184,CT,452
631,Ladder Room Catwalk Side,Vini,0,1,-1,0,38,-38,T,452
632,Balcony Boaxes,Vini,0,0,0,0,0,0,CT,452
633,Balcony Boaxes,Vini,2,0,2,142,84,58,T,452
634,Catwalk T Aparments Peek,Vini,4,1,3,323,192,131,CT,452
635,Catwalk T Aparments Peek,Vini,1,2,-1,73,200,-127,T,452
636,Back Left B Site From T's' Perspective,Vini,9,2,7,657,344,313,CT,452
637,Back Left B Site From T's' Perspective,Vini,0,1,-1,30,74,-44,T,452
638,Jungle Plant,Vini,0,0,0,0,0,0,CT,452
639,Jungle Plant,Vini,1,2,-1,100,268,-168,T,452
640,Firebox,Vini,1,1,0,133,100,33,CT,452
641,Firebox,Vini,2,1,1,272,100,172,T,452
642,Bottom Connector,Vini,1,0,1,100,0,100,CT,452
643,Bottom Connector,Vini,1,1,0,88,100,-12,T,452
644,Left Side corner deep jungle,Vini,1,2,-1,120,200,-80,CT,452
645,Left Side corner deep jungle,Vini,0,0,0,16,0,16,T,452
646,T Spawn A Ramp,Vini,0,1,-1,66,100,-34,CT,452
647,T Spawn A Ramp,Vini,2,1,1,134,336,-202,T,452
648,Stairs Palace Peek,Vini,2,1,1,176,211,-35,CT,452
649,Stairs Palace Peek,Vini,1,0,1,65,0,65,T,452
650,Leftside Connector,Vini,0,2,-2,0,174,-174,CT,452
651,Leftside Connector,Vini,2,0,2,234,63,171,T,452
652,Connector behind box,Vini,0,0,0,0,0,0,CT,452
653,Connector behind box,Vini,0,0,0,0,0,0,T,452
654,Murder Hole,Vini,2,2,0,259,203,56,CT,452
655,Murder Hole,Vini,0,1,-1,11,100,-89,T,452
656,T Deep apps,Vini,1,1,0,37,135,-98,CT,452
657,T Deep apps,Vini,0,0,0,0,0,0,T,452
658,Bottom Mid Ladder Room Peek,Vini,0,1,-1,0,100,-100,CT,452
659,Bottom Mid Ladder Room Peek,Vini,1,2,-1,171,169,2,T,452
660,Deep T Apps Underpass STairs,Vini,2,0,2,37,60,-23,CT,452
661,Deep T Apps Underpass STairs,Vini,0,1,-1,0,45,-45,T,452
662,Top Mid Boxes Left Side Peek,Vini,0,0,0,0,0,0,CT,452
663,Top Mid Boxes Left Side Peek,Vini,0,0,0,17,0,17,T,452
664,CT Outside Market,Vini,0,1,-1,10,107,-97,CT,452
665,CT Outside Market,Vini,0,0,0,0,0,0,T,452
666,Catwalk Connector Peek,Vini,3,1,2,281,133,148,CT,452
667,Catwalk Connector Peek,Vini,2,0,2,113,0,113,T,452
668,market,Vini,3,2,1,201,248,-47,CT,452
669,market,Vini,0,0,0,0,0,0,T,452
670,Top STairs,Vini,3,0,3,183,27,156,CT,452
671,Top STairs,Vini,1,0,1,100,0,100,T,452
672,Inside Market Doors,Vini,0,0,0,0,0,0,CT,452
673,Inside Market Doors,Vini,0,0,0,0,0,0,T,452
674,T Deep Apps Underpass/Apps Peek,Vini,0,0,0,0,0,0,CT,452
675,T Deep Apps Underpass/Apps Peek,Vini,2,1,1,137,202,-65,T,452
676,Top Mid Catwalk,Vini,0,0,0,0,8,-8,CT,452
677,Top Mid Catwalk,Vini,1,3,-2,46,264,-218,T,452
678,Forest,Vini,2,1,1,170,141,29,CT,452
679,Forest,Vini,0,0,0,0,0,0,T,452
680,Right Side Snipers Nest,Vini,2,0,2,64,26,38,CT,452
681,Right Side Snipers Nest,Vini,0,1,-1,25,100,-75,T,452
682,Close Left CT A Ramp,Vini,1,0,1,115,27,88,CT,452
683,Close Left CT A Ramp,Vini,1,0,1,176,96,80,T,452
684,Register Market,Vini,0,1,-1,0,100,-100,CT,452
685,Register Market,Vini,0,0,0,0,0,0,T,452
686,Right Side Connector,Vini,1,1,0,48,106,-58,CT,452
687,Right Side Connector,Vini,1,0,1,78,54,24,T,452
688,Van Barrel Peek,Vini,0,0,0,0,0,0,CT,452
689,Van Barrel Peek,Vini,0,1,-1,0,28,-28,T,452
690,Right Side Platform,Vini,4,1,3,334,100,234,CT,452
691,Right Side Platform,Vini,2,1,1,105,14,91,T,452
692,Middle Bench,Vini,0,0,0,0,0,0,CT,452
693,Middle Bench,Vini,0,1,-1,22,29,-7,T,452
694,Under window B apps,Vini,1,1,0,65,100,-35,CT,452
695,Under window B apps,Vini,1,0,1,100,24,76,T,452
696,T Apps TV,Vini,0,1,-1,0,100,-100,CT,452
697,T Apps TV,Vini,1,0,1,101,44,57,T,452
698,CT Spawn,Vini,0,1,-1,35,106,-71,CT,452
699,CT Spawn,Vini,0,0,0,0,0,0,T,452
700,Market Window Peek,Vini,0,1,-1,0,146,-146,CT,452
701,Market Window Peek,Vini,0,0,0,0,26,-26,T,452
702,Bench Closer To Jungle,Vini,0,0,0,40,89,-49,CT,452
703,Bench Closer To Jungle,Vini,0,0,0,0,0,0,T,452
704,Under balcony on top of the little box,Vini,0,0,0,0,0,0,CT,452
705,Under balcony on top of the little box,Vini,0,1,-1,0,100,-100,T,452
706,Top Mid Boxes Right Side Peek,Vini,0,0,0,0,0,0,CT,452
707,Top Mid Boxes Right Side Peek,Vini,0,0,0,0,0,0,T,452
708,Bottom Mid Boosting Snipers,Vini,0,0,0,0,0,0,CT,452
709,Bottom Mid Boosting Snipers,Vini,0,1,-1,0,68,-68,T,452
710,Semi Elevated CT Van,Vini,0,1,-1,60,146,-86,CT,452
711,Semi Elevated CT Van,Vini,0,0,0,0,0,0,T,452
712,Chair,Vini,0,0,0,33,0,33,CT,452
713,Chair,Vini,0,0,0,0,0,0,T,452
714,Bench Closer to Tribox,Vini,0,0,0,57,0,57,CT,452
715,Bench Closer to Tribox,Vini,0,1,-1,0,77,-77,T,452
716,Top Mid Right Side,Vini,0,0,0,0,0,0,CT,452
717,Top Mid Right Side,Vini,1,0,1,100,0,100,T,452
718,Top Mid towards Apps,Vini,0,0,0,0,0,0,CT,452
719,Top Mid towards Apps,Vini,3,1,2,244,183,61,T,452
720,Ticketbooth ,Junior,30,22,8,2654,2830,-176,CT,309
721,Ticketbooth ,Junior,2,0,2,148,22,126,T,309
722,Triple Box,Junior,6,6,0,613,386,227,CT,309
723,Triple Box,Junior,1,2,-1,104,252,-148,T,309
724,A Ramp,Junior,1,0,1,100,22,78,CT,309
725,A Ramp,Junior,2,5,-3,207,519,-312,T,309
726,Top Balcony,Junior,0,0,0,0,0,0,CT,309
727,Top Balcony,Junior,7,6,1,709,596,113,T,309
728,Bottom Stairs,Junior,5,2,3,521,356,165,CT,309
729,Bottom Stairs,Junior,3,5,-2,320,515,-195,T,309
730,Default A,Junior,4,1,3,328,248,80,CT,309
731,Default A,Junior,4,3,1,352,384,-32,T,309
732,CT Side Apps,Junior,5,0,5,479,185,294,CT,309
733,CT Side Apps,Junior,5,6,-1,431,926,-495,T,309
734,Deep Catwalk,Junior,2,1,1,200,68,132,CT,309
735,Deep Catwalk,Junior,1,6,-5,140,548,-408,T,309
736,A Site,Junior,0,2,-2,0,199,-199,CT,309
737,A Site,Junior,2,5,-3,162,388,-226,T,309
738,Top Mid Left Side,Junior,0,0,0,0,0,0,CT,309
739,Top Mid Left Side,Junior,0,4,-4,42,505,-463,T,309
740,Close A Ramp,Junior,0,1,-1,0,100,-100,CT,309
741,Close A Ramp,Junior,0,4,-4,52,445,-393,T,309
742,A Site Exposed to Stairs Connector Cat,Junior,5,4,1,420,480,-60,CT,309
743,A Site Exposed to Stairs Connector Cat,Junior,0,4,-4,0,503,-503,T,309
744,Catwalk Connector Peek,Junior,1,1,0,100,127,-27,CT,309
745,Catwalk Connector Peek,Junior,2,2,0,123,303,-180,T,309
746,Deep CT,Junior,4,2,2,335,192,143,CT,309
747,Deep CT,Junior,1,1,0,125,19,106,T,309
748,Bottom Connector,Junior,0,0,0,0,67,-67,CT,309
749,Bottom Connector,Junior,2,2,0,225,256,-31,T,309
750,Deep Jungle,Junior,4,2,2,414,241,173,CT,309
751,Deep Jungle,Junior,1,3,-2,100,249,-149,T,309
752,Underpass,Junior,2,3,-1,131,301,-170,CT,309
753,Underpass,Junior,1,2,-1,42,215,-173,T,309
754,Deep Palace,Junior,3,1,2,300,127,173,CT,309
755,Deep Palace,Junior,2,1,1,209,234,-25,T,309
756,Snipers Nest,Junior,2,2,0,134,192,-58,CT,309
757,Snipers Nest,Junior,0,0,0,0,0,0,T,309
758,CT Left Side,Junior,1,5,-4,202,392,-190,CT,309
759,CT Left Side,Junior,0,0,0,0,0,0,T,309
760,Close Market door,Junior,0,2,-2,0,143,-143,CT,309
761,Close Market door,Junior,0,0,0,0,0,0,T,309
762,Top Connector,Junior,3,2,1,207,173,34,CT,309
763,Top Connector,Junior,2,1,1,122,211,-89,T,309
764,Snipers Palace Peek,Junior,5,3,2,568,429,139,CT,309
765,Snipers Palace Peek,Junior,0,0,0,0,0,0,T,309
766,CT Catwalk,Junior,0,0,0,0,0,0,CT,309
767,CT Catwalk,Junior,1,2,-1,100,196,-96,T,309
768,CT Outside Market,Junior,1,3,-2,100,264,-164,CT,309
769,CT Outside Market,Junior,0,0,0,0,0,0,T,309
770,CT Spawn,Junior,2,1,1,163,100,63,CT,309
771,CT Spawn,Junior,1,1,0,189,170,19,T,309
772,Top Mid,Junior,4,2,2,369,200,169,CT,309
773,Top Mid,Junior,2,0,2,197,15,182,T,309
774,Mid Close Connector,Junior,2,3,-1,277,432,-155,CT,309
775,Mid Close Connector,Junior,3,0,3,197,46,151,T,309
776,Left Side Platform,Junior,1,1,0,100,54,46,CT,309
777,Left Side Platform,Junior,1,4,-3,19,330,-311,T,309
778,Sandwhich,Junior,0,0,0,0,0,0,CT,309
779,Sandwhich,Junior,0,2,-2,105,183,-78,T,309
780,Right Side Connector,Junior,3,3,0,455,406,49,CT,309
781,Right Side Connector,Junior,0,0,0,70,113,-43,T,309
782,Underneath B apps plat,Junior,2,1,1,156,100,56,CT,309
783,Underneath B apps plat,Junior,1,2,-1,118,139,-21,T,309
784,Back Left B Site From T's' Perspective,Junior,1,2,-1,100,263,-163,CT,309
785,Back Left B Site From T's' Perspective,Junior,0,0,0,0,0,0,T,309
786,Back B Site Peeking Apps/Plat,Junior,0,0,0,0,0,0,CT,309
787,Back B Site Peeking Apps/Plat,Junior,3,2,1,261,122,139,T,309
788,Bench,Junior,0,1,-1,0,142,-142,CT,309
789,Bench,Junior,4,1,3,369,135,234,T,309
790,Tetris,Junior,0,1,-1,68,100,-32,CT,309
791,Tetris,Junior,2,1,1,55,127,-72,T,309
792,T Palace Stairs Peek,Junior,0,0,0,0,0,0,CT,309
793,T Palace Stairs Peek,Junior,0,0,0,1,39,-38,T,309
794,Leftside Connector,Junior,2,0,2,200,0,200,CT,309
795,Leftside Connector,Junior,0,3,-3,53,262,-209,T,309
796,CT Deep Catwalk Mid peek,Junior,1,0,1,121,22,99,CT,309
797,CT Deep Catwalk Mid peek,Junior,1,1,0,161,85,76,T,309
798,market,Junior,4,2,2,365,349,16,CT,309
799,market,Junior,0,0,0,0,0,0,T,309
800,Market Window Peek,Junior,5,1,4,500,157,343,CT,309
801,Market Window Peek,Junior,1,0,1,100,97,3,T,309
802,T Deep Apps Underpass/Apps Peek,Junior,1,0,1,0,0,0,CT,309
803,T Deep Apps Underpass/Apps Peek,Junior,1,1,0,163,181,-18,T,309
804,Catwalk Plant B Site,Junior,0,2,-2,0,162,-162,CT,309
805,Catwalk Plant B Site,Junior,0,1,-1,11,64,-53,T,309
806,Jungle Plant,Junior,1,1,0,188,100,88,CT,309
807,Jungle Plant,Junior,0,1,-1,75,143,-68,T,309
808,Top Mid Boxes Left Side Peek,Junior,0,0,0,0,0,0,CT,309
809,Top Mid Boxes Left Side Peek,Junior,0,1,-1,0,100,-100,T,309
810,Register Market,Junior,0,2,-2,120,105,15,CT,309
811,Register Market,Junior,0,0,0,0,0,0,T,309
812,Top STairs,Junior,1,0,1,100,0,100,CT,309
813,Top STairs,Junior,1,1,0,239,100,139,T,309
814,Deep T Apps,Junior,0,0,0,0,0,0,CT,309
815,Deep T Apps,Junior,0,0,0,88,95,-7,T,309
816,Right Side Platform,Junior,0,0,0,0,0,0,CT,309
817,Right Side Platform,Junior,0,0,0,0,0,0,T,309
818,Top Mid Catwalk,Junior,0,0,0,0,0,0,CT,309
819,Top Mid Catwalk,Junior,0,1,-1,0,100,-100,T,309
820,Catwalk T Aparments Peek,Junior,0,0,0,26,10,16,CT,309
821,Catwalk T Aparments Peek,Junior,1,1,0,212,136,76,T,309
822,Apartments Right CT Corner,Junior,0,0,0,0,0,0,CT,309
823,Apartments Right CT Corner,Junior,0,0,0,0,48,-48,T,309
824,Ladder Room Catwalk Side,Junior,0,1,-1,20,100,-80,CT,309
825,Ladder Room Catwalk Side,Junior,0,0,0,0,0,0,T,309
826,Firebox,Junior,0,1,-1,0,100,-100,CT,309
827,Firebox,Junior,1,0,1,100,0,100,T,309
828,Forest,Junior,0,0,0,0,0,0,CT,309
