,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds
414,T Deep Apps Underpass/Apps Peek,Tabsen,2,1,1,62,100,-38,CT,393
415,T Deep Apps Underpass/Apps Peek,Tabsen,2,1,1,277,119,158,T,393
416,Murder Hole,Tabsen,0,2,-2,48,159,-111,CT,393
417,Murder Hole,Tabsen,0,0,0,0,0,0,T,393
418,Ninja,Tabsen,2,0,2,125,0,125,CT,393
419,Ninja,Tabsen,0,1,-1,0,97,-97,T,393
420,Back B Site Peeking Apps/Plat,Tabsen,0,0,0,0,0,0,CT,393
421,Back B Site Peeking Apps/Plat,Tabsen,1,2,-1,56,185,-129,T,393
422,Right Side Connector,Tabsen,2,0,2,101,1,100,CT,393
423,Right Side Connector,Tabsen,3,0,3,300,66,234,T,393
424,T Deep apps,Tabsen,2,0,2,109,0,109,CT,393
425,T Deep apps,Tabsen,2,1,1,227,100,127,T,393
426,Underpass,Tabsen,0,0,0,0,0,0,CT,393
427,Underpass,Tabsen,0,0,0,26,0,26,T,393
428,Right Side Snipers Nest,Tabsen,0,2,-2,49,182,-133,CT,393
429,Right Side Snipers Nest,Tabsen,2,0,2,128,60,68,T,393
430,Top Mid Right Side,Tabsen,0,0,0,0,0,0,CT,393
431,Top Mid Right Side,Tabsen,6,2,4,742,433,309,T,393
432,Market Window Peek,Tabsen,2,2,0,142,269,-127,CT,393
433,Market Window Peek,Tabsen,2,1,1,173,182,-9,T,393
434,Top Mid Catwalk,Tabsen,0,0,0,0,0,0,CT,393
435,Top Mid Catwalk,Tabsen,0,0,0,0,3,-3,T,393
436,Deep T Apps Underpass STairs,Tabsen,0,0,0,0,0,0,CT,393
437,Deep T Apps Underpass STairs,Tabsen,1,0,1,166,16,150,T,393
438,Forest,Tabsen,0,1,-1,3,75,-72,CT,393
439,Forest,Tabsen,1,1,0,67,24,43,T,393
440,Top Mid Boxes Right Side Peek,Tabsen,0,0,0,0,0,0,CT,393
441,Top Mid Boxes Right Side Peek,Tabsen,1,2,-1,8,197,-189,T,393
442,CT Spawn,Tabsen,0,0,0,0,0,0,CT,393
443,CT Spawn,Tabsen,1,0,1,74,71,3,T,393
444,Deep T Apps,Tabsen,2,1,1,119,100,19,CT,393
445,Deep T Apps,Tabsen,2,0,2,212,98,114,T,393
446,Close Left CT A Ramp,Tabsen,1,0,1,73,0,73,CT,393
447,Close Left CT A Ramp,Tabsen,0,0,0,77,0,77,T,393
448,Back Right B Site from T's Perspective,Tabsen,0,1,-1,21,100,-79,CT,393
449,Back Right B Site from T's Perspective,Tabsen,2,0,2,140,0,140,T,393
450,Top STairs,Tabsen,3,2,1,316,227,89,CT,393
451,Top STairs,Tabsen,1,0,1,249,1,248,T,393
452,Top Mid Boxes Left Side Peek,Tabsen,0,0,0,0,0,0,CT,393
453,Top Mid Boxes Left Side Peek,Tabsen,3,2,1,300,129,171,T,393
454,Balcony Boaxes,Tabsen,1,1,0,70,219,-149,CT,393
455,Balcony Boaxes,Tabsen,0,1,-1,12,100,-88,T,393
456,Bench Closer To Jungle,Tabsen,0,1,-1,0,100,-100,CT,393
457,Bench Closer To Jungle,Tabsen,1,0,1,219,0,219,T,393
458,Ladder Room Catwalk Side,Tabsen,1,0,1,191,5,186,CT,393
459,Ladder Room Catwalk Side,Tabsen,0,1,-1,27,122,-95,T,393
460,CT Outside Market,Tabsen,0,0,0,0,33,-33,CT,393
461,CT Outside Market,Tabsen,4,2,2,408,132,276,T,393
462,T Spawn A Ramp,Tabsen,0,0,0,0,0,0,CT,393
463,T Spawn A Ramp,Tabsen,1,0,1,100,0,100,T,393
464,Top Mid towards Apps,Tabsen,1,1,0,58,100,-42,CT,393
465,Top Mid towards Apps,Tabsen,1,1,0,243,177,66,T,393
466,Connector behind box,Tabsen,2,0,2,170,59,111,CT,393
467,Connector behind box,Tabsen,1,1,0,100,108,-8,T,393
468,Catwalk Plant B Site,Tabsen,0,0,0,0,0,0,CT,393
469,Catwalk Plant B Site,Tabsen,1,1,0,100,100,0,T,393
470,Top Van,Tabsen,0,0,0,0,0,0,CT,393
471,Top Van,Tabsen,0,0,0,0,0,0,T,393
472,Bench Closer to Tribox,Tabsen,0,0,0,22,0,22,CT,393
473,Bench Closer to Tribox,Tabsen,1,2,-1,100,200,-100,T,393
474,CT Left Side,Tabsen,3,0,3,188,136,52,CT,393
475,CT Left Side,Tabsen,0,1,-1,0,9,-9,T,393
476,Jungle Plant,Tabsen,0,0,0,0,0,0,CT,393
477,Jungle Plant,Tabsen,0,2,-2,0,194,-194,T,393
478,Van Barrel Peek,Tabsen,0,0,0,0,0,0,CT,393
479,Van Barrel Peek,Tabsen,0,0,0,0,0,0,T,393
480,Firebox,Tabsen,0,0,0,0,0,0,CT,393
481,Firebox,Tabsen,0,0,0,0,78,-78,T,393
482,B site Market Plant,Tabsen,0,0,0,0,0,0,CT,393
483,B site Market Plant,Tabsen,2,0,2,199,0,199,T,393
484,Under balcony,Tabsen,0,0,0,0,2,-2,CT,393
485,Under balcony,Tabsen,0,0,0,0,0,0,T,393
486,Inside Market Doors,Tabsen,0,0,0,40,0,40,CT,393
487,Inside Market Doors,Tabsen,0,0,0,0,0,0,T,393
488,Top Mid on top of Boxes,Tabsen,0,0,0,0,0,0,CT,393
489,Top Mid on top of Boxes,Tabsen,1,1,0,100,100,0,T,393
490,Under window B apps,Tabsen,0,0,0,0,0,0,CT,393
491,Under window B apps,Tabsen,0,0,0,40,30,10,T,393
492,Close Market Window,Tabsen,0,0,0,0,128,-128,CT,393
493,Close Market Window,Tabsen,1,0,1,74,0,74,T,393
494,Behind Big Boxes,Tabsen,0,0,0,0,0,0,CT,393
495,Behind Big Boxes,Tabsen,0,1,-1,0,100,-100,T,393
496,Bottom Mid Ladder Room Peek,Tabsen,3,1,2,300,213,87,CT,393
497,Bottom Mid Ladder Room Peek,Tabsen,0,0,0,30,0,30,T,393
498,Chair,Tabsen,0,0,0,0,0,0,CT,393
499,Chair,Tabsen,2,1,1,225,100,125,T,393
500,BoatHouse,Tabsen,0,1,-1,0,74,-74,CT,393
501,BoatHouse,Tabsen,0,0,0,0,0,0,T,393
502,Flowerpot CT,Tabsen,0,0,0,0,0,0,CT,393
503,Flowerpot CT,Tabsen,0,0,0,0,0,0,T,393
504,T Spawn towards Apps,Tabsen,0,0,0,0,0,0,CT,393
505,T Spawn towards Apps,Tabsen,0,0,0,43,0,43,T,393
506,Apartments Right CT Corner,Tabsen,0,0,0,0,0,0,CT,393
507,Apartments Right CT Corner,Tabsen,0,0,0,0,0,0,T,393
508,Right Side Platform,Tabsen,0,0,0,0,0,0,CT,393
509,Right Side Platform,Tabsen,0,1,-1,26,53,-27,T,393
510,CT Side Apps,Tizian,6,7,-1,892,848,44,CT,393
511,CT Side Apps,Tizian,11,16,-5,1466,1713,-247,T,393
512,Left Side Platform,Tizian,5,5,0,676,780,-104,CT,393
513,Left Side Platform,Tizian,7,14,-7,897,1383,-486,T,393
514,Deep T Apps,Tizian,13,5,8,1346,647,699,CT,393
515,Deep T Apps,Tizian,12,7,5,1474,1619,-145,T,393
516,T Deep Apps Underpass/Apps Peek,Tizian,0,0,0,0,0,0,CT,393
517,T Deep Apps Underpass/Apps Peek,Tizian,2,7,-5,301,906,-605,T,393
518,Underneath B apps plat,Tizian,1,4,-3,566,343,223,CT,393
519,Underneath B apps plat,Tizian,2,1,1,106,74,32,T,393
520,B Bombsite Cross to Catwalk,Tizian,1,0,1,64,0,64,CT,393
521,B Bombsite Cross to Catwalk,Tizian,4,9,-5,595,589,6,T,393
522,Default A,Tizian,1,1,0,127,44,83,CT,393
523,Default A,Tizian,3,3,0,355,277,78,T,393
524,Snipers Nest,Tizian,3,1,2,331,209,122,CT,393
525,Snipers Nest,Tizian,4,3,1,295,320,-25,T,393
526,Ticketbooth ,Tizian,5,4,1,408,400,8,CT,393
527,Ticketbooth ,Tizian,3,0,3,218,0,218,T,393
528,Close Market door,Tizian,1,1,0,152,153,-1,CT,393
529,Close Market door,Tizian,2,2,0,323,168,155,T,393
530,Triple Box,Tizian,2,3,-1,118,320,-202,CT,393
531,Triple Box,Tizian,2,4,-2,276,339,-63,T,393
532,Bottom Stairs,Tizian,3,1,2,162,100,62,CT,393
533,Bottom Stairs,Tizian,1,2,-1,124,230,-106,T,393
534,Catwalk Plant B Site,Tizian,4,2,2,432,200,232,CT,393
535,Catwalk Plant B Site,Tizian,7,6,1,543,592,-49,T,393
536,Bottom Connector,Tizian,0,3,-3,210,300,-90,CT,393
537,Bottom Connector,Tizian,0,3,-3,169,297,-128,T,393
538,A Site,Tizian,1,1,0,58,85,-27,CT,393
539,A Site,Tizian,7,5,2,577,571,6,T,393
540,B site Market Plant,Tizian,7,4,3,889,377,512,CT,393
541,B site Market Plant,Tizian,5,3,2,481,395,86,T,393
542,Back B Site Peeking Apps/Plat,Tizian,1,0,1,51,51,0,CT,393
543,Back B Site Peeking Apps/Plat,Tizian,0,2,-2,138,222,-84,T,393
544,Mid Close Connector,Tizian,1,2,-1,80,195,-115,CT,393
545,Mid Close Connector,Tizian,5,2,3,386,174,212,T,393
546,Top Mid Left Side,Tizian,2,3,-1,240,287,-47,CT,393
547,Top Mid Left Side,Tizian,3,2,1,400,229,171,T,393
548,Bench,Tizian,2,2,0,198,280,-82,CT,393
549,Bench,Tizian,1,2,-1,100,120,-20,T,393
550,A Ramp,Tizian,0,2,-2,22,133,-111,CT,393
551,A Ramp,Tizian,4,5,-1,419,622,-203,T,393
552,Top Balcony,Tizian,0,1,-1,0,102,-102,CT,393
553,Top Balcony,Tizian,7,4,3,659,400,259,T,393
554,Deep Jungle,Tizian,4,1,3,309,146,163,CT,393
555,Deep Jungle,Tizian,2,2,0,200,200,0,T,393
556,CT Deep Catwalk Mid peek,Tizian,0,2,-2,72,200,-128,CT,393
557,CT Deep Catwalk Mid peek,Tizian,0,1,-1,0,44,-44,T,393
558,Snipers Palace Peek,Tizian,1,3,-2,80,314,-234,CT,393
559,Snipers Palace Peek,Tizian,0,0,0,0,0,0,T,393
560,Back Left B Site From T's' Perspective,Tizian,3,3,0,148,253,-105,CT,393
561,Back Left B Site From T's' Perspective,Tizian,1,1,0,155,100,55,T,393
562,Deep Palace,Tizian,0,1,-1,0,100,-100,CT,393
563,Deep Palace,Tizian,3,2,1,194,222,-28,T,393
564,Underpass,Tizian,2,0,2,88,26,62,CT,393
565,Underpass,Tizian,3,4,-1,335,614,-279,T,393
566,Deep Catwalk,Tizian,3,1,2,260,125,135,CT,393
567,Deep Catwalk,Tizian,2,2,0,148,200,-52,T,393
568,Deep CT,Tizian,3,3,0,251,222,29,CT,393
569,Deep CT,Tizian,0,0,0,0,0,0,T,393
570,CT Outside Market,Tizian,1,1,0,35,133,-98,CT,393
571,CT Outside Market,Tizian,0,1,-1,26,45,-19,T,393
572,Top Mid towards Apps,Tizian,0,1,-1,0,100,-100,CT,393
573,Top Mid towards Apps,Tizian,0,2,-2,32,200,-168,T,393
574,Catwalk T Aparments Peek,Tizian,0,0,0,14,0,14,CT,393
575,Catwalk T Aparments Peek,Tizian,0,0,0,0,0,0,T,393
576,market,Tizian,0,1,-1,36,100,-64,CT,393
577,market,Tizian,1,1,0,14,97,-83,T,393
578,Deep T Apps Underpass STairs,Tizian,1,1,0,27,100,-73,CT,393
579,Deep T Apps Underpass STairs,Tizian,1,2,-1,92,200,-108,T,393
580,Bench Closer To Jungle,Tizian,0,2,-2,0,200,-200,CT,393
581,Bench Closer To Jungle,Tizian,1,1,0,41,74,-33,T,393
582,CT Catwalk,Tizian,0,2,-2,88,200,-112,CT,393
583,CT Catwalk,Tizian,2,1,1,107,171,-64,T,393
584,T Palace Stairs Peek,Tizian,0,1,-1,25,100,-75,CT,393
585,T Palace Stairs Peek,Tizian,1,0,1,104,57,47,T,393
586,Back Right B Site from T's Perspective,Tizian,0,1,-1,30,100,-70,CT,393
587,Back Right B Site from T's Perspective,Tizian,0,0,0,0,0,0,T,393
588,A Site Exposed to Stairs Connector Cat,Tizian,0,1,-1,59,37,22,CT,393
589,A Site Exposed to Stairs Connector Cat,Tizian,1,1,0,168,243,-75,T,393
590,Firebox,Tizian,0,0,0,0,0,0,CT,393
591,Firebox,Tizian,0,2,-2,90,138,-48,T,393
592,Close Left CT A Ramp,Tizian,0,1,-1,70,100,-30,CT,393
593,Close Left CT A Ramp,Tizian,1,1,0,175,137,38,T,393
594,T Spawn towards Apps,Tizian,1,1,0,100,100,0,CT,393
595,T Spawn towards Apps,Tizian,1,2,-1,31,176,-145,T,393
596,Jungle Plant,Tizian,0,1,-1,0,7,-7,CT,393
597,Jungle Plant,Tizian,2,0,2,84,17,67,T,393
598,Arch,Tizian,2,1,1,47,20,27,CT,393
599,Arch,Tizian,0,1,-1,94,100,-6,T,393
600,Right Side Platform,Tizian,0,0,0,127,19,108,CT,393
601,Right Side Platform,Tizian,1,1,0,85,95,-10,T,393
602,Under window B apps,Tizian,1,1,0,0,100,-100,CT,393
603,Under window B apps,Tizian,2,1,1,149,181,-32,T,393
604,Ladder Room Catwalk Side,Tizian,0,1,-1,93,100,-7,CT,393
605,Ladder Room Catwalk Side,Tizian,0,0,0,0,0,0,T,393
606,Top Mid,Tizian,0,1,-1,0,100,-100,CT,393
607,Top Mid,Tizian,0,0,0,0,0,0,T,393
608,Sandwhich,Tizian,0,0,0,0,0,0,CT,393
609,Sandwhich,Tizian,2,0,2,64,0,64,T,393
610,Tetris,Tizian,1,0,1,100,0,100,CT,393
611,Tetris,Tizian,2,2,0,265,286,-21,T,393
612,Right Side Snipers Nest,Tizian,0,1,-1,0,100,-100,CT,393
613,Right Side Snipers Nest,Tizian,0,0,0,0,0,0,T,393
614,Semi Elevated CT Van,Tizian,3,3,0,412,388,24,CT,393
615,Semi Elevated CT Van,Tizian,1,0,1,50,0,50,T,393
616,Market Window Peek,Tizian,1,0,1,154,0,154,CT,393
617,Market Window Peek,Tizian,1,1,0,186,86,100,T,393
618,CT Left Side,Tizian,0,0,0,63,0,63,CT,393
619,CT Left Side,Tizian,0,0,0,0,0,0,T,393
620,Close A Ramp,Tizian,0,0,0,0,0,0,CT,393
621,Close A Ramp,Tizian,2,0,2,164,47,117,T,393
622,Inside Market Doors,Tizian,0,0,0,0,0,0,CT,393
623,Inside Market Doors,Tizian,1,0,1,32,0,32,T,393
624,Top Connector,Tizian,0,0,0,17,0,17,CT,393
625,Top Connector,Tizian,0,2,-2,50,114,-64,T,393
626,Right Side Connector,Tizian,0,0,0,0,0,0,CT,393
627,Right Side Connector,Tizian,1,0,1,80,0,80,T,393
628,B Site Default Plant,Tizian,0,0,0,110,0,110,CT,393
629,B Site Default Plant,Tizian,0,0,0,86,184,-98,T,393
630,Elevated Snipers Awp Peek,Tizian,0,0,0,0,0,0,CT,393
631,Elevated Snipers Awp Peek,Tizian,0,0,0,0,0,0,T,393
632,Leftside Connector,Tizian,0,0,0,0,0,0,CT,393
633,Leftside Connector,Tizian,0,1,-1,0,69,-69,T,393
634,CT Spawn,Tizian,0,0,0,0,0,0,CT,393
635,CT Spawn,Tizian,0,1,-1,0,16,-16,T,393
636,Close Right Market Window,Tizian,0,0,0,0,0,0,CT,393
637,Close Right Market Window,Tizian,0,2,-2,0,156,-156,T,393
638,Top STairs,Tizian,1,1,0,8,100,-92,CT,393
639,Top STairs,Tizian,0,0,0,0,0,0,T,393
640,Balcony Boaxes,Tizian,0,0,0,16,0,16,CT,393
641,Balcony Boaxes,Tizian,0,1,-1,0,100,-100,T,393
642,T Spawn,Tizian,0,0,0,0,0,0,CT,393
643,T Spawn,Tizian,0,1,-1,0,100,-100,T,393
644,Apartments Right CT Corner,Tizian,2,0,2,212,22,190,CT,393
645,Apartments Right CT Corner,Tizian,2,0,2,343,38,305,T,393
646,T Apps TV,Tizian,1,0,1,34,0,34,CT,393
647,T Apps TV,Tizian,0,1,-1,0,83,-83,T,393
648,Top Van,Tizian,1,1,0,207,142,65,CT,393
649,Top Van,Tizian,0,0,0,0,0,0,T,393
650,Stairs Palace Peek,Tizian,1,0,1,65,0,65,CT,393
651,Stairs Palace Peek,Tizian,0,2,-2,67,105,-38,T,393
652,Middle Bench,Tizian,0,0,0,0,0,0,CT,393
653,Middle Bench,Tizian,0,1,-1,0,200,-200,T,393
654,Catwalk Connector Peek,Tizian,0,1,-1,21,113,-92,CT,393
655,Catwalk Connector Peek,Tizian,0,0,0,13,0,13,T,393
656,Murder Hole,Tizian,1,0,1,78,0,78,CT,393
657,Murder Hole,Tizian,0,0,0,5,0,5,T,393
658,Forest,Tizian,0,0,0,0,0,0,CT,393
659,Forest,Tizian,0,0,0,0,0,0,T,393
660,Top Mid Boxes Right Side Peek,Tizian,0,1,-1,0,81,-81,CT,393
661,Top Mid Boxes Right Side Peek,Tizian,0,0,0,0,0,0,T,393
662,Left Side corner deep jungle,Tizian,1,0,1,100,0,100,CT,393
663,Left Side corner deep jungle,Tizian,0,0,0,0,0,0,T,393
664,Safe Plant B Site,Tizian,0,0,0,0,0,0,CT,393
665,Safe Plant B Site,Tizian,0,1,-1,0,94,-94,T,393
666,Bench Closer to Tribox,Tizian,1,0,1,64,0,64,CT,393
667,Bench Closer to Tribox,Tizian,0,0,0,0,0,0,T,393
668,Ninja,Tizian,0,0,0,0,0,0,CT,393
669,Ninja,Tizian,0,0,0,0,0,0,T,393
670,Under balcony,Tizian,0,0,0,0,13,-13,CT,393
671,Under balcony,Tizian,0,0,0,28,0,28,T,393
672,Close Market Window,Tizian,0,0,0,0,22,-22,CT,393
673,Close Market Window,Tizian,1,0,1,100,0,100,T,393
674,Register Market,Tizian,0,0,0,0,0,0,CT,393
675,Register Market,Tizian,0,0,0,0,0,0,T,393
676,Connector behind box,Tizian,1,0,1,7,0,7,CT,393
677,Connector behind box,Tizian,2,0,2,145,53,92,T,393
678,T Deep apps,Tizian,0,0,0,0,0,0,CT,393
679,T Deep apps,Tizian,0,1,-1,55,37,18,T,393
680,Headshot Angle Close A Ramp,Tizian,0,0,0,0,0,0,CT,393
681,Headshot Angle Close A Ramp,Tizian,0,0,0,0,0,0,T,393
682,Chair,Tizian,0,0,0,0,0,0,CT,393
683,Chair,Tizian,0,0,0,0,0,0,T,393
684,Top Mid Catwalk,Tizian,0,0,0,0,0,0,CT,393
685,Top Mid Catwalk,Tizian,2,1,1,184,100,84,T,393
686,Bottom Mid Ladder Room Peek,Tizian,0,0,0,0,0,0,CT,393
687,Bottom Mid Ladder Room Peek,Tizian,1,1,0,127,109,18,T,393
688,Top Balcony,Xantares,4,5,-1,613,515,98,CT,337
689,Top Balcony,Xantares,14,9,5,1264,904,360,T,337
690,Ticketbooth ,Xantares,9,3,6,769,528,241,CT,337
691,Ticketbooth ,Xantares,1,1,0,84,150,-66,T,337
692,Left Side Platform,Xantares,0,0,0,18,0,18,CT,337
693,Left Side Platform,Xantares,6,11,-5,705,879,-174,T,337
694,Default A,Xantares,1,1,0,100,71,29,CT,337
695,Default A,Xantares,6,3,3,628,282,346,T,337
696,CT Deep Catwalk Mid peek,Xantares,9,7,2,773,664,109,CT,337
697,CT Deep Catwalk Mid peek,Xantares,2,2,0,177,211,-34,T,337
698,T Palace Stairs Peek,Xantares,1,1,0,142,100,42,CT,337
699,T Palace Stairs Peek,Xantares,6,6,0,678,1009,-331,T,337
700,A Site Exposed to Stairs Connector Cat,Xantares,3,1,2,345,181,164,CT,337
701,A Site Exposed to Stairs Connector Cat,Xantares,4,6,-2,408,495,-87,T,337
702,Deep Palace,Xantares,2,0,2,146,0,146,CT,337
703,Deep Palace,Xantares,7,6,1,788,884,-96,T,337
704,Mid Close Connector,Xantares,4,1,3,478,166,312,CT,337
705,Mid Close Connector,Xantares,3,3,0,289,309,-20,T,337
706,Bottom Stairs,Xantares,3,3,0,361,254,107,CT,337
707,Bottom Stairs,Xantares,1,1,0,188,166,22,T,337
708,A Ramp,Xantares,0,1,-1,22,100,-78,CT,337
709,A Ramp,Xantares,4,4,0,601,469,132,T,337
710,CT Side Apps,Xantares,0,0,0,0,0,0,CT,337
711,CT Side Apps,Xantares,5,5,0,632,785,-153,T,337
712,Top Mid Left Side,Xantares,0,0,0,0,77,-77,CT,337
713,Top Mid Left Side,Xantares,4,3,1,407,309,98,T,337
714,Underneath B apps plat,Xantares,0,2,-2,23,196,-173,CT,337
715,Underneath B apps plat,Xantares,1,2,-1,17,315,-298,T,337
716,Snipers Nest,Xantares,0,1,-1,42,101,-59,CT,337
717,Snipers Nest,Xantares,0,2,-2,54,200,-146,T,337
718,Deep Catwalk,Xantares,8,2,6,950,440,510,CT,337
719,Deep Catwalk,Xantares,4,4,0,528,417,111,T,337
720,Arch,Xantares,0,3,-3,297,300,-3,CT,337
721,Arch,Xantares,0,4,-4,88,349,-261,T,337
722,A Site,Xantares,2,1,1,193,100,93,CT,337
723,A Site,Xantares,3,4,-1,330,415,-85,T,337
724,Bottom Connector,Xantares,0,1,-1,0,100,-100,CT,337
725,Bottom Connector,Xantares,0,0,0,0,0,0,T,337
726,Top Mid towards Apps,Xantares,0,1,-1,41,13,28,CT,337
727,Top Mid towards Apps,Xantares,0,3,-3,97,260,-163,T,337
728,CT Catwalk,Xantares,4,3,1,266,491,-225,CT,337
729,CT Catwalk,Xantares,0,3,-3,33,296,-263,T,337
730,Snipers Palace Peek,Xantares,3,5,-2,439,488,-49,CT,337
731,Snipers Palace Peek,Xantares,1,0,1,126,0,126,T,337
732,Back B Site Peeking Apps/Plat,Xantares,1,0,1,59,0,59,CT,337
733,Back B Site Peeking Apps/Plat,Xantares,3,5,-2,237,438,-201,T,337
734,Catwalk Connector Peek,Xantares,5,3,2,440,307,133,CT,337
735,Catwalk Connector Peek,Xantares,5,2,3,619,314,305,T,337
736,Triple Box,Xantares,1,0,1,96,0,96,CT,337
737,Triple Box,Xantares,3,4,-1,357,386,-29,T,337
738,B Site Default Plant,Xantares,1,0,1,124,0,124,CT,337
739,B Site Default Plant,Xantares,0,3,-3,0,209,-209,T,337
740,Deep T Apps,Xantares,2,1,1,209,100,109,CT,337
741,Deep T Apps,Xantares,1,4,-3,165,572,-407,T,337
742,Inside Market Doors,Xantares,1,3,-2,52,218,-166,CT,337
743,Inside Market Doors,Xantares,1,0,1,100,66,34,T,337
744,Catwalk T Aparments Peek,Xantares,4,2,2,369,284,85,CT,337
745,Catwalk T Aparments Peek,Xantares,2,0,2,200,22,178,T,337
746,Bench,Xantares,0,3,-3,37,263,-226,CT,337
747,Bench,Xantares,1,0,1,45,8,37,T,337
748,Deep Jungle,Xantares,1,2,-1,144,123,21,CT,337
749,Deep Jungle,Xantares,1,1,0,116,128,-12,T,337
750,Deep CT,Xantares,1,2,-1,92,131,-39,CT,337
751,Deep CT,Xantares,4,1,3,429,79,350,T,337
752,B Bombsite Cross to Catwalk,Xantares,2,0,2,249,0,249,CT,337
753,B Bombsite Cross to Catwalk,Xantares,3,2,1,353,235,118,T,337
754,CT Spawn,Xantares,1,1,0,97,100,-3,CT,337
755,CT Spawn,Xantares,0,0,0,0,0,0,T,337
756,Leftside Connector,Xantares,2,1,1,146,100,46,CT,337
757,Leftside Connector,Xantares,0,1,-1,0,113,-113,T,337
758,Tetris,Xantares,0,0,0,0,0,0,CT,337
759,Tetris,Xantares,2,3,-1,303,289,14,T,337
760,Stairs Palace Peek,Xantares,1,1,0,169,103,66,CT,337
761,Stairs Palace Peek,Xantares,0,0,0,0,0,0,T,337
762,Ladder Room Catwalk Side,Xantares,3,3,0,377,300,77,CT,337
763,Ladder Room Catwalk Side,Xantares,0,0,0,0,5,-5,T,337
764,Underpass,Xantares,1,1,0,100,112,-12,CT,337
765,Underpass,Xantares,0,0,0,0,31,-31,T,337
766,T Deep Apps Underpass/Apps Peek,Xantares,0,1,-1,0,100,-100,CT,337
767,T Deep Apps Underpass/Apps Peek,Xantares,1,0,1,100,78,22,T,337
768,Close Market door,Xantares,3,1,2,293,100,193,CT,337
769,Close Market door,Xantares,0,0,0,0,0,0,T,337
770,market,Xantares,2,1,1,259,284,-25,CT,337
771,market,Xantares,0,0,0,0,0,0,T,337
772,Catwalk Plant B Site,Xantares,1,0,1,76,44,32,CT,337
773,Catwalk Plant B Site,Xantares,4,2,2,402,292,110,T,337
774,T Spawn,Xantares,0,1,-1,0,100,-100,CT,337
775,T Spawn,Xantares,0,1,-1,1,100,-99,T,337
776,Top Mid,Xantares,0,1,-1,21,100,-79,CT,337
777,Top Mid,Xantares,1,0,1,16,13,3,T,337
778,Top Connector,Xantares,0,2,-2,51,200,-149,CT,337
779,Top Connector,Xantares,0,0,0,0,19,-19,T,337
780,Right Side Snipers Nest,Xantares,1,1,0,100,100,0,CT,337
781,Right Side Snipers Nest,Xantares,0,0,0,0,0,0,T,337
782,Close Left CT A Ramp,Xantares,0,0,0,0,0,0,CT,337
783,Close Left CT A Ramp,Xantares,2,2,0,130,200,-70,T,337
784,Under window B apps,Xantares,0,0,0,0,0,0,CT,337
785,Under window B apps,Xantares,0,0,0,0,15,-15,T,337
786,Firebox,Xantares,0,0,0,0,0,0,CT,337
787,Firebox,Xantares,2,2,0,101,200,-99,T,337
788,Close Market Window,Xantares,0,2,-2,0,89,-89,CT,337
789,Close Market Window,Xantares,0,0,0,0,0,0,T,337
790,Top Mid Catwalk,Xantares,0,0,0,0,57,-57,CT,337
791,Top Mid Catwalk,Xantares,2,2,0,193,200,-7,T,337
792,Top STairs,Xantares,1,1,0,234,133,101,CT,337
793,Top STairs,Xantares,1,1,0,175,181,-6,T,337
794,Close A Ramp,Xantares,0,0,0,0,0,0,CT,337
795,Close A Ramp,Xantares,3,1,2,255,40,215,T,337
796,Top Mid Boxes Right Side Peek,Xantares,0,0,0,0,0,0,CT,337
797,Top Mid Boxes Right Side Peek,Xantares,0,0,0,0,0,0,T,337
798,Forest,Xantares,1,1,0,100,100,0,CT,337
799,Forest,Xantares,0,0,0,0,40,-40,T,337
800,Deep T Apps Underpass STairs,Xantares,0,0,0,0,0,0,CT,337
801,Deep T Apps Underpass STairs,Xantares,0,1,-1,0,100,-100,T,337
802,Market Window Peek,Xantares,0,1,-1,110,100,10,CT,337
803,Market Window Peek,Xantares,0,0,0,0,0,0,T,337
804,Jungle Plant,Xantares,0,0,0,0,0,0,CT,337
805,Jungle Plant,Xantares,0,0,0,86,68,18,T,337
806,Right Side Connector,Xantares,0,0,0,0,0,0,CT,337
807,Right Side Connector,Xantares,0,0,0,0,36,-36,T,337
808,CT Outside Market,Xantares,2,1,1,200,252,-52,CT,337
809,CT Outside Market,Xantares,0,0,0,0,0,0,T,337
810,Sandwhich,Xantares,1,0,1,100,0,100,CT,337
811,Sandwhich,Xantares,1,0,1,100,98,2,T,337
812,B site Market Plant,Xantares,1,0,1,163,0,163,CT,337
813,B site Market Plant,Xantares,2,2,0,134,82,52,T,337
814,Back Right B Site from T's Perspective,Xantares,0,0,0,0,0,0,CT,337
815,Back Right B Site from T's Perspective,Xantares,0,0,0,0,0,0,T,337
816,Middle Bench,Xantares,0,0,0,0,0,0,CT,337
817,Middle Bench,Xantares,0,1,-1,0,100,-100,T,337
818,Under balcony,Xantares,0,0,0,0,7,-7,CT,337
819,Under balcony,Xantares,1,1,0,34,104,-70,T,337
820,Murder Hole,Xantares,0,1,-1,57,147,-90,CT,337
821,Murder Hole,Xantares,0,1,-1,0,100,-100,T,337
822,CT Left Side,Xantares,0,0,0,78,0,78,CT,337
823,CT Left Side,Xantares,0,0,0,0,0,0,T,337
824,Balcony Boaxes,Xantares,0,0,0,0,0,0,CT,337
825,Balcony Boaxes,Xantares,0,0,0,0,0,0,T,337
826,Back Left B Site From T's' Perspective,Xantares,3,1,2,405,199,206,CT,337
827,Back Left B Site From T's' Perspective,Xantares,0,0,0,0,0,0,T,337
