,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds
413,Top Van,Perfecto,1,0,1,16,26,-10,T,217
414,Connector behind box,Perfecto,1,0,1,100,0,100,CT,217
415,Connector behind box,Perfecto,0,1,-1,48,100,-52,T,217
416,Catwalk Plant B Site,Perfecto,0,0,0,5,0,5,CT,217
417,Catwalk Plant B Site,Perfecto,0,0,0,0,0,0,T,217
418,Close Left CT A Ramp,Perfecto,0,0,0,0,6,-6,CT,217
419,Close Left CT A Ramp,Perfecto,0,1,-1,0,77,-77,T,217
420,T Apps TV,Perfecto,0,0,0,0,0,0,CT,217
421,T Apps TV,Perfecto,2,0,2,199,22,177,T,217
422,Top STairs,Perfecto,1,0,1,100,0,100,CT,217
423,Top STairs,Perfecto,1,1,0,135,100,35,T,217
424,Close Market door,Perfecto,2,0,2,115,41,74,CT,217
425,Close Market door,Perfecto,0,0,0,0,0,0,T,217
426,Bench Closer to Tribox,Perfecto,0,0,0,0,0,0,CT,217
427,Bench Closer to Tribox,Perfecto,0,0,0,0,0,0,T,217
428,market,Perfecto,0,0,0,0,0,0,CT,217
429,market,Perfecto,0,1,-1,0,100,-100,T,217
430,Murder Hole,Perfecto,0,0,0,2,0,2,CT,217
431,Murder Hole,Perfecto,0,0,0,0,0,0,T,217
432,Under window B apps,Perfecto,0,0,0,0,0,0,CT,217
433,Under window B apps,Perfecto,0,0,0,0,0,0,T,217
434,Bottom Stairs,B1t,2,4,-2,321,409,-88,CT,157
435,Bottom Stairs,B1t,2,1,1,203,128,75,T,157
436,Ticketbooth ,B1t,3,4,-1,391,360,31,CT,157
437,Ticketbooth ,B1t,0,1,-1,0,77,-77,T,157
438,Top Balcony,B1t,0,1,-1,0,100,-100,CT,157
439,Top Balcony,B1t,2,2,0,238,200,38,T,157
440,Triple Box,B1t,1,1,0,100,100,0,CT,157
441,Triple Box,B1t,2,1,1,166,50,116,T,157
442,CT Catwalk,B1t,3,3,0,568,499,69,CT,157
443,CT Catwalk,B1t,0,2,-2,86,139,-53,T,157
444,Deep Jungle,B1t,5,4,1,683,408,275,CT,157
445,Deep Jungle,B1t,3,2,1,300,100,200,T,157
446,Default A,B1t,0,1,-1,0,92,-92,CT,157
447,Default A,B1t,0,4,-4,65,316,-251,T,157
448,A Site,B1t,0,0,0,0,0,0,CT,157
449,A Site,B1t,2,2,0,331,273,58,T,157
450,CT Deep Catwalk Mid peek,B1t,1,3,-2,228,300,-72,CT,157
451,CT Deep Catwalk Mid peek,B1t,0,0,0,0,0,0,T,157
452,CT Side Apps,B1t,0,0,0,0,76,-76,CT,157
453,CT Side Apps,B1t,2,3,-1,286,239,47,T,157
454,A Site Exposed to Stairs Connector Cat,B1t,1,0,1,12,0,12,CT,157
455,A Site Exposed to Stairs Connector Cat,B1t,1,5,-4,110,436,-326,T,157
456,Under balcony,B1t,0,0,0,0,0,0,CT,157
457,Under balcony,B1t,1,2,-1,150,200,-50,T,157
458,Deep Catwalk,B1t,3,3,0,279,335,-56,CT,157
459,Deep Catwalk,B1t,1,1,0,100,127,-27,T,157
460,Mid Close Connector,B1t,0,1,-1,0,100,-100,CT,157
461,Mid Close Connector,B1t,3,0,3,239,113,126,T,157
462,Arch,B1t,4,5,-1,396,442,-46,CT,157
463,Arch,B1t,0,0,0,0,0,0,T,157
464,Underpass,B1t,0,0,0,56,27,29,CT,157
465,Underpass,B1t,2,2,0,152,151,1,T,157
466,Snipers Palace Peek,B1t,0,1,-1,0,6,-6,CT,157
467,Snipers Palace Peek,B1t,1,0,1,100,3,97,T,157
468,Leftside Connector,B1t,1,0,1,100,86,14,CT,157
469,Leftside Connector,B1t,0,1,-1,26,87,-61,T,157
470,Bottom Connector,B1t,0,0,0,0,0,0,CT,157
471,Bottom Connector,B1t,1,1,0,28,94,-66,T,157
472,Ladder Room Catwalk Side,B1t,0,2,-2,53,218,-165,CT,157
473,Ladder Room Catwalk Side,B1t,0,1,-1,0,73,-73,T,157
474,Deep Palace,B1t,0,2,-2,0,200,-200,CT,157
475,Deep Palace,B1t,0,1,-1,0,104,-104,T,157
476,Deep CT,B1t,1,1,0,39,100,-61,CT,157
477,Deep CT,B1t,0,0,0,0,0,0,T,157
478,Left Side corner deep jungle,B1t,3,3,0,379,300,79,CT,157
479,Left Side corner deep jungle,B1t,0,0,0,0,0,0,T,157
480,Left Side Platform,B1t,0,1,-1,0,100,-100,CT,157
481,Left Side Platform,B1t,0,0,0,3,0,3,T,157
482,Top Connector,B1t,0,0,0,0,6,-6,CT,157
483,Top Connector,B1t,0,3,-3,89,288,-199,T,157
484,Catwalk Connector Peek,B1t,1,0,1,69,53,16,CT,157
485,Catwalk Connector Peek,B1t,2,1,1,143,55,88,T,157
486,Top Mid Left Side,B1t,0,0,0,0,0,0,CT,157
487,Top Mid Left Side,B1t,0,1,-1,0,158,-158,T,157
488,Catwalk T Aparments Peek,B1t,3,2,1,307,200,107,CT,157
489,Catwalk T Aparments Peek,B1t,0,0,0,0,0,0,T,157
490,Back Left B Site From T's' Perspective,B1t,2,2,0,305,196,109,CT,157
491,Back Left B Site From T's' Perspective,B1t,0,0,0,0,0,0,T,157
492,B site Market Plant,B1t,0,1,-1,0,100,-100,CT,157
493,B site Market Plant,B1t,0,1,-1,0,100,-100,T,157
494,Market Window Peek,B1t,1,2,-1,113,200,-87,CT,157
495,Market Window Peek,B1t,0,0,0,0,0,0,T,157
496,B Bombsite Cross to Catwalk,B1t,2,0,2,81,27,54,CT,157
497,B Bombsite Cross to Catwalk,B1t,0,1,-1,0,97,-97,T,157
498,Stairs Palace Peek,B1t,0,1,-1,88,100,-12,CT,157
499,Stairs Palace Peek,B1t,1,1,0,41,99,-58,T,157
500,Close Left CT A Ramp,B1t,0,0,0,0,0,0,CT,157
501,Close Left CT A Ramp,B1t,0,2,-2,40,243,-203,T,157
502,Snipers Nest,B1t,5,3,2,733,387,346,CT,157
503,Snipers Nest,B1t,0,0,0,0,0,0,T,157
504,T Palace Stairs Peek,B1t,0,0,0,0,0,0,CT,157
505,T Palace Stairs Peek,B1t,1,2,-1,155,206,-51,T,157
506,Murder Hole,B1t,0,1,-1,3,100,-97,CT,157
507,Murder Hole,B1t,0,1,-1,27,100,-73,T,157
508,CT Outside Market,B1t,0,1,-1,7,100,-93,CT,157
509,CT Outside Market,B1t,1,0,1,100,0,100,T,157
510,Sandwhich,B1t,0,0,0,0,0,0,CT,157
511,Sandwhich,B1t,2,1,1,125,110,15,T,157
512,Close A Ramp,B1t,0,0,0,0,0,0,CT,157
513,Close A Ramp,B1t,0,1,-1,0,149,-149,T,157
514,Bench,B1t,1,1,0,80,99,-19,CT,157
515,Bench,B1t,2,0,2,121,0,121,T,157
516,Top Mid towards Apps,B1t,0,0,0,0,0,0,CT,157
517,Top Mid towards Apps,B1t,0,2,-2,0,148,-148,T,157
518,Back B Site Peeking Apps/Plat,B1t,0,1,-1,10,100,-90,CT,157
519,Back B Site Peeking Apps/Plat,B1t,0,1,-1,0,100,-100,T,157
520,Top Mid Catwalk,B1t,0,0,0,0,0,0,CT,157
521,Top Mid Catwalk,B1t,0,0,0,43,78,-35,T,157
522,T Deep Apps Underpass/Apps Peek,B1t,0,0,0,0,0,0,CT,157
523,T Deep Apps Underpass/Apps Peek,B1t,1,0,1,100,61,39,T,157
524,Connector behind box,B1t,0,0,0,0,1,-1,CT,157
525,Connector behind box,B1t,0,0,0,0,76,-76,T,157
526,Jungle Plant,B1t,0,1,-1,0,100,-100,CT,157
527,Jungle Plant,B1t,1,1,0,9,128,-119,T,157
528,A Ramp,B1t,0,0,0,0,0,0,CT,157
529,A Ramp,B1t,5,1,4,441,317,124,T,157
530,Right Side Connector,B1t,1,0,1,19,1,18,CT,157
531,Right Side Connector,B1t,0,2,-2,0,200,-200,T,157
532,Back Right B Site from T's Perspective,B1t,1,0,1,99,0,99,CT,157
533,Back Right B Site from T's Perspective,B1t,0,0,0,0,0,0,T,157
534,Top Van,B1t,0,0,0,0,0,0,CT,157
535,Top Van,B1t,0,0,0,0,0,0,T,157
536,Bottom Mid Boosting Snipers,B1t,0,0,0,0,0,0,CT,157
537,Bottom Mid Boosting Snipers,B1t,0,0,0,0,0,0,T,157
538,CT Spawn,B1t,1,1,0,114,24,90,CT,157
539,CT Spawn,B1t,0,0,0,0,0,0,T,157
540,Bench Closer To Jungle,B1t,0,1,-1,0,100,-100,CT,157
541,Bench Closer To Jungle,B1t,1,0,1,110,0,110,T,157
542,Deep T Apps Underpass STairs,B1t,1,1,0,128,73,55,CT,157
543,Deep T Apps Underpass STairs,B1t,2,0,2,200,0,200,T,157
544,Right Side Snipers Nest,B1t,0,1,-1,0,4,-4,CT,157
545,Right Side Snipers Nest,B1t,0,0,0,0,0,0,T,157
546,Firebox,B1t,0,0,0,0,0,0,CT,157
547,Firebox,B1t,1,1,0,76,116,-40,T,157
548,Chair,B1t,0,0,0,0,0,0,CT,157
549,Chair,B1t,0,0,0,0,0,0,T,157
550,Inside Market Doors,B1t,0,0,0,0,0,0,CT,157
551,Inside Market Doors,B1t,0,0,0,0,0,0,T,157
552,Top Mid Right Side,B1t,0,1,-1,0,100,-100,CT,157
553,Top Mid Right Side,B1t,0,0,0,0,0,0,T,157
554,Close Market door,B1t,0,0,0,0,25,-25,CT,157
555,Close Market door,B1t,1,0,1,100,0,100,T,157
556,T Spawn,B1t,0,0,0,0,0,0,CT,157
557,T Spawn,B1t,0,1,-1,52,53,-1,T,157
558,T Apps TV,B1t,1,0,1,0,0,0,CT,157
559,T Apps TV,B1t,0,0,0,0,0,0,T,157
560,CT Left Side,B1t,0,0,0,0,0,0,CT,157
561,CT Left Side,B1t,0,0,0,0,0,0,T,157
562,Bottom Mid Ladder Room Peek,B1t,0,0,0,0,0,0,CT,157
563,Bottom Mid Ladder Room Peek,B1t,0,0,0,0,1,-1,T,157
564,Right Side Platform,B1t,0,0,0,0,0,0,CT,157
565,Right Side Platform,B1t,0,0,0,0,0,0,T,157
566,Under window B apps,B1t,0,0,0,0,0,0,CT,157
567,Under window B apps,B1t,0,0,0,0,0,0,T,157
568,Deep T Spawn T Ramp,B1t,0,0,0,0,0,0,CT,157
569,Deep T Spawn T Ramp,B1t,0,1,-1,27,100,-73,T,157
570,Safe Plant B Site,B1t,0,0,0,0,0,0,CT,157
571,Safe Plant B Site,B1t,0,0,0,0,0,0,T,157
572,Middle Bench,B1t,0,0,0,0,0,0,CT,157
573,Middle Bench,B1t,0,1,-1,0,100,-100,T,157
574,Top Mid,B1t,0,1,-1,0,100,-100,CT,157
575,Top Mid,B1t,0,0,0,4,0,4,T,157
576,Bench,Flamie,1,0,1,46,0,46,CT,60
577,Bench,Flamie,0,0,0,0,0,0,T,60
578,Ticketbooth ,Flamie,0,2,-2,51,272,-221,CT,60
579,Ticketbooth ,Flamie,0,1,-1,72,57,15,T,60
580,CT Spawn,Flamie,0,2,-2,47,128,-81,CT,60
581,CT Spawn,Flamie,1,0,1,100,0,100,T,60
582,Top Mid Left Side,Flamie,0,0,0,0,0,0,CT,60
583,Top Mid Left Side,Flamie,0,1,-1,0,100,-100,T,60
584,Arch,Flamie,1,3,-2,228,300,-72,CT,60
585,Arch,Flamie,3,0,3,219,14,205,T,60
586,B Bombsite Cross to Catwalk,Flamie,0,1,-1,19,100,-81,CT,60
587,B Bombsite Cross to Catwalk,Flamie,0,0,0,24,0,24,T,60
588,Triple Box,Flamie,0,2,-2,47,200,-153,CT,60
589,Triple Box,Flamie,0,0,0,0,12,-12,T,60
590,Back B Site Peeking Apps/Plat,Flamie,0,1,-1,0,28,-28,CT,60
591,Back B Site Peeking Apps/Plat,Flamie,0,0,0,0,0,0,T,60
592,CT Catwalk,Flamie,1,1,0,88,127,-39,CT,60
593,CT Catwalk,Flamie,0,0,0,2,0,2,T,60
594,Deep T Apps,Flamie,0,1,-1,54,100,-46,CT,60
595,Deep T Apps,Flamie,0,0,0,0,0,0,T,60
596,Top Mid,Flamie,0,0,0,0,0,0,CT,60
597,Top Mid,Flamie,0,0,0,0,0,0,T,60
598,T Spawn,Flamie,0,0,0,0,0,0,CT,60
599,T Spawn,Flamie,0,2,-2,0,200,-200,T,60
600,T Palace Stairs Peek,Flamie,0,0,0,0,0,0,CT,60
601,T Palace Stairs Peek,Flamie,1,1,0,188,187,1,T,60
602,Snipers Nest,Flamie,1,1,0,135,100,35,CT,60
603,Snipers Nest,Flamie,1,0,1,46,61,-15,T,60
604,Underneath B apps plat,Flamie,0,1,-1,0,99,-99,CT,60
605,Underneath B apps plat,Flamie,0,0,0,0,0,0,T,60
606,Deep Catwalk,Flamie,2,2,0,175,213,-38,CT,60
607,Deep Catwalk,Flamie,1,0,1,100,32,68,T,60
608,CT Deep Catwalk Mid peek,Flamie,1,2,-1,175,201,-26,CT,60
609,CT Deep Catwalk Mid peek,Flamie,0,0,0,0,12,-12,T,60
610,Deep Palace,Flamie,0,0,0,0,0,0,CT,60
611,Deep Palace,Flamie,1,2,-1,176,200,-24,T,60
612,Bottom Mid Ladder Room Peek,Flamie,0,0,0,0,0,0,CT,60
613,Bottom Mid Ladder Room Peek,Flamie,0,0,0,0,0,0,T,60
614,Register Market,Flamie,0,0,0,0,0,0,CT,60
615,Register Market,Flamie,0,1,-1,0,100,-100,T,60
616,Bench Closer To Jungle,Flamie,0,0,0,0,0,0,CT,60
617,Bench Closer To Jungle,Flamie,0,0,0,0,0,0,T,60
618,Middle Bench,Flamie,0,0,0,0,0,0,CT,60
619,Middle Bench,Flamie,0,0,0,0,0,0,T,60
620,Catwalk Connector Peek,Flamie,1,0,1,100,49,51,CT,60
621,Catwalk Connector Peek,Flamie,0,0,0,0,0,0,T,60
622,Left Side corner deep jungle,Flamie,0,0,0,45,0,45,CT,60
623,Left Side corner deep jungle,Flamie,0,1,-1,0,100,-100,T,60
624,A Ramp,Flamie,0,0,0,0,0,0,CT,60
625,A Ramp,Flamie,0,1,-1,0,100,-100,T,60
626,Close Market door,Flamie,2,0,2,117,94,23,CT,60
627,Close Market door,Flamie,0,0,0,81,44,37,T,60
628,Catwalk T Aparments Peek,Flamie,0,0,0,0,0,0,CT,60
629,Catwalk T Aparments Peek,Flamie,1,1,0,126,68,58,T,60
630,Inside Market Doors,Flamie,0,0,0,0,0,0,CT,60
631,Inside Market Doors,Flamie,0,0,0,0,0,0,T,60
632,market,Flamie,1,1,0,180,100,80,CT,60
633,market,Flamie,0,0,0,0,0,0,T,60
634,CT Side Apps,Flamie,0,0,0,0,0,0,CT,60
635,CT Side Apps,Flamie,0,0,0,0,13,-13,T,60
636,Bottom Connector,Flamie,0,0,0,0,0,0,CT,60
637,Bottom Connector,Flamie,0,0,0,9,0,9,T,60
638,Deep Jungle,Flamie,0,1,-1,50,100,-50,CT,60
639,Deep Jungle,Flamie,0,0,0,0,0,0,T,60
640,Top STairs,Flamie,0,1,-1,0,100,-100,CT,60
641,Top STairs,Flamie,0,0,0,0,0,0,T,60
642,Deep CT,Flamie,0,0,0,0,0,0,CT,60
643,Deep CT,Flamie,0,0,0,0,0,0,T,60
644,A Site Exposed to Stairs Connector Cat,Flamie,0,0,0,0,0,0,CT,60
645,A Site Exposed to Stairs Connector Cat,Flamie,0,0,0,0,0,0,T,60
646,Bottom Stairs,Flamie,0,0,0,53,0,53,CT,60
647,Bottom Stairs,Flamie,0,0,0,0,0,0,T,60
648,Snipers Palace Peek,Flamie,0,1,-1,0,100,-100,CT,60
649,Snipers Palace Peek,Flamie,0,0,0,0,0,0,T,60
650,Top Balcony,Flamie,0,0,0,0,0,0,CT,60
651,Top Balcony,Flamie,3,1,2,220,100,120,T,60
652,Ladder Room Catwalk Side,Flamie,0,1,-1,0,100,-100,CT,60
653,Ladder Room Catwalk Side,Flamie,0,0,0,0,0,0,T,60
654,Underpass,Flamie,1,0,1,47,0,47,CT,60
655,Underpass,Flamie,0,0,0,41,0,41,T,60
